Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Nop53	9.15	12.27	15.72	29.12	32.85	28.35
DQ542984	0	0	0	0	0	0
Mir1958	0	0	0	0	0	0
AB350795	0	0	0	0	0	0
DQ708403	0	0	0	0	0	0
Myl7	0.35	0.9	0.89	0.23	3.37	1.72
Dnah3	0.13	0.03	0.24	0.32	2.86	2.61
Rplp0	60.81	84.65	61.56	107.57	119.63	102.14
Mfsd14b	1.39	1.44	1.51	5.54	12.14	8.19
Cnih3	0.02	0.04	0.21	0.1	0.09	0
Maoa	1.31	2.27	2.4	2.8	4.94	3.93
Ninl	0.01	0.08	0.13	0.1	0.64	0.38
AB904934	0.14	0.23	0.15	0.56	1	0.79
Stk31	0	0.01	0	0.13	0	0
Bora	1.08	1.87	2.12	3.73	5.37	5.68
9330151L19Rik	0.06	0	0.18	0.53	1.84	1.88
Cnnm3	0.72	0.36	0.71	1.52	2.79	2.11
DQ710664	0	0	0	0	0	0
Krt73	0.01	0.1	0.1	0.02	0.04	0.14
BC048679	0	0	0	0.12	0	0
Ankrd60	0.04	0	0.08	0	0	0.16
Krtap27-1	0	0	0.23	0.11	0	0.16
Cxcl3	0.82	1.2	1.17	3.05	2.67	2.87
DQ562730	0	0	0	0	0	0
Klc4	0.89	1.36	1.4	1.53	3.11	1.73
Tmem265	0.49	0.76	0.53	1.52	2	1.43
DQ692087	0	0	0	0	0	0
Wls	2.65	2.13	2.78	5.48	13.94	9.48
Crh	0	0	0.06	0.12	0.06	0.19
AK172490	0.18	0.04	0.38	0.79	1.69	1.38
AK053727	0.06	0.22	0.2	0.22	0.72	0.47
DQ716573	0	0	0	0	0	0
1700030J22Rik	0.09	0.24	0.3	0.5	0.34	0.31
Gm3230	0.09	0.17	0.08	0.19	0.38	0.11
Gab3	0.05	0.35	0.29	0.95	1.49	1.49
Slc44a5	0.01	0.04	0.04	0.04	0.07	0.05
AB346747	0	0	0	0	0	0
1110025L11Rik	0.09	0	0	0.22	0.18	0
DQ563927	0	0	0	0	0	0
Cyp2c50	0	0.05	0.02	0.13	0	0
AK142217	0.08	0.08	0.07	0.14	0.65	0.48
DQ696512	0	0	0	0	0	0
DQ549318	0	0	0	0	0	0
1700013F07Rik	0.04	0.15	0.65	0.45	0.53	0.86
Olfr829	0	0.15	0.21	0	0.09	0.18
Snora65	0	0	0	0	0	0
Cst13	0	0.15	0	0	0	0.12
Ttc7b	1.66	1.72	2.16	3.76	7.15	5.2
Nxph2	0.04	0.06	0.03	0.08	0	0.12
AK141780	0.06	0.14	0.2	0.46	3.18	2.3
Mir21c	0	0	0	0	0	0
Ccl27b	0	0.24	0.08	0	0.08	0
Sec63	1.68	1.77	1.94	3.69	7.92	5.83
AK036547	0.12	0.11	0.27	0.27	0.3	0.4
Smchd1	1.56	2.52	2.18	8.03	12.94	10.11
AK079263	0.29	0.16	0.69	0.8	1.56	0.84
Immt	2.25	2.91	3.18	7.21	11.04	8.9
AK184064	0	2.77	0.64	27.3	23.36	6.95
Nat14	0.38	0.09	0.82	0.16	0.48	1.14
Stmn3	0.02	0	0.1	0.15	0.23	0.07
Eda	0.04	0.1	0.27	0.33	0.44	0.31
Mir6994	0	0	0	0	0	0
Acad12	0.58	0.25	0.55	1.18	1.27	1.12
DQ716622	0	0	0	0	0	0
Rhbdl3	0.19	0.31	0.37	0.34	0.7	0.47
Rnf214	1.65	2.29	2.58	4.82	9.39	8.01
Mt1	14.64	16.97	17.33	30.92	30.98	28.56
Angel2	2.28	3.13	2.3	4.63	8.8	6.6
Sbds	2.84	3.44	4.93	6.49	9.89	7.78
Cyp2c53-ps	0	0	0	0	0	0
Timm23	5.84	11.28	7.33	23.7	30.16	22.79
Copg1	3.04	3.77	5.22	10.08	14.57	11.42
Z12254	0	0	0	0	0	0
Olfr781	0	0	0	0.12	0	0.09
Snora33	0	0	0	0	0	0
Ilf2	3.51	4.64	8.23	16.77	16.85	22.6
Trp53tg5	0	0.08	0.09	0	0	0.09
Pxmp2	0.43	0.07	0.47	1.22	1.81	0.76
Mapk10	0.18	0.28	0.22	0.1	0.25	0.4
AF479020	0	0	0	0	0.83	0
Ttc36	0.12	1.03	0.51	0.24	0.5	0.36
TRNA_Leu	0	0	0	0	0	0
AK034519	0.05	0.02	0.01	0.08	0.03	0.05
Arpp21	0.06	0.21	0.42	0.15	0.05	0.25
Csf2ra	3.51	2.6	3.35	16.27	19.77	22.77
Snx8	1.14	1.52	1.49	2.96	5.15	3.85
Pld6	0.02	0.11	0	0.09	0.45	0.32
Cyth2	0.87	2.1	1.6	3.3	7.13	5.73
BC139451	0	0	0	0	0	0
Amd2	0.35	0.4	0.21	0.21	0.7	0.76
AK204799	0	0	0	0	0	0
Tm2d2	2.34	3.63	2.48	5.86	9.68	6.82
Ica1	1.2	1.78	2.45	4.65	11.65	10.21
DQ561380	0	0	0	0	0	0
Synj2bp	2.25	1.65	2.27	4.33	7.29	7.87
Cyp2c55	0.06	0.08	0.11	0	0.04	0
Magi2	0.3	0.29	0.23	0.17	0.56	0.35
DQ726224	0	0	0	0	0	0
DQ559831	0	0	0	0	0	0
Rab2b	0.81	1.37	1.91	2.13	4.98	3.31
DQ690939	0	0	0	0	0	0
Zbtb40	0.28	0.3	0.41	0.79	2.29	1.57
KY467912	0	0.45	0	0.16	1.8	0.25
Rngtt	0.86	0.67	0.83	2.48	5.69	5.67
Cdh16	0.08	0.24	0.32	0.28	0.35	0.15
Hlx	3.26	5.32	4.51	9.59	11.16	10.95
Cabp7	0	0	0	0.18	0	0
DQ696923	0	0	0	0	0	0
Cyp2d13	0.05	0.17	0.08	0.16	0.05	0.1
Sval2	0	0	0	0	0	0
Mroh1	1.13	1.6	1.52	4.49	8.62	7.81
4930461G14Rik	0.12	0	0.11	0	0	0
Aloxe3	0	0	0.05	0.08	0.03	0.06
B3galt1	0.02	0.14	0.04	0.17	0.27	0.31
1700022I11Rik	0.03	0.05	0.15	0.09	0.16	0.1
Tlx2	0.29	0	0.18	0	0.06	0.37
1700065O20Rik	0	0	0	0	0	0
DQ713480	0	0	0	0	0	0
Snord42b	0	0	0	0	0	0
5830428M24Rik	0.06	0.85	0.39	0.33	2.62	1.54
Akirin2	2.92	4.95	4.69	6.43	11.03	7.79
DQ549389	0	0	0	0	0	0
Slc30a6	0.43	0.42	0.39	1.93	2.11	2.58
Aqp2	0.03	0.33	0.21	0.23	0.23	0.06
Mir877	0	0	0	0	0	0
DQ547948	0	0	0	0	0	0
Mbl1	0	0.08	0	0.19	0.58	0.48
Pramel1	0.04	0.03	0.06	0.16	0	0
Mettl18	0.22	0.14	0.37	0.57	0.87	0.62
Elob	35.06	42.75	44.36	72.75	65.83	60
Gprin2	0.06	0.1	0.22	0.04	0.12	0.12
Atp5l	24.65	24.09	21.18	45.34	35.7	35.8
KY467550	0	0	0	0	0.1	0
Atr	0.89	0.84	0.6	1.74	3.64	2.88
Trbv4	0	0	0	0	0.36	0
DQ695801	0	0	0	0	0	0
Mir124a-1hg	0.03	0.11	0.08	0.1	0.02	0.02
4930567J20Rik	0	0.06	0	0.09	0	0
Dcaf11	2.51	3.02	3.52	6.46	9.41	8.03
Engase	0.21	0.12	0.32	0.37	0.59	0.51
A730017L22Rik	0.77	1.7	2.08	2.95	3.84	4.77
AB341208	0	0	0	0	0	0
Apba3	1.2	1.48	1.16	4.46	4.85	3.97
AF374167	0	0	0	0	0	0
Rps10	150.63	172.78	162.45	278.92	237.69	206.87
DQ689368	0	0	0	0	0	0
Acaa1a	2.29	3.35	1.89	5.79	8.86	7.26
Ubxn2a	2.92	4.02	3.2	4.71	8.2	5.95
Psmc6	3.98	3.86	4.31	7.85	12.01	9.17
Rab24	0.75	0.89	1	2.12	4.14	2.86
Gm6568	0	0.04	0	0	0.1	0.1
DQ722332	0	0	0	0	0	0
Tap2	2.61	2.71	3.58	23.73	58.53	50.81
Brf1	1.25	2.27	1.85	3.84	8.45	7.13
AK132687	2.71	7.15	6.81	8.37	3.64	9.19
AK133078	0	0.02	0.17	0	0	0
Bod1l	1.31	1.76	1.78	4.13	9.08	6.75
Cog8	1.26	2.68	2.03	8.03	10.12	8.38
Tfe3	2.66	4.03	4.74	14.73	17.39	16.98
DQ690109	0	0	0	0	0	0
Trpm7	1.52	1.55	1.97	4.99	12.54	11.4
Zfy1	0	0	0	0	0	0
Hist1h2aa	0.07	0	0.25	0.34	0	0
AK138348	0.12	0.15	0.18	0	0.15	0.11
Dnah17	0.02	0.03	0.05	0.38	0.63	0.8
LOC102638913	0.21	0	0.39	0	0	0.2
AK042725	0.54	0.56	0.68	0.67	3.77	2.5
Taf13	1.41	1.32	1.73	2.26	2.53	2.24
2810047C21Rik1	0.16	0.46	0.33	0.84	0.63	0.5
Cfap52	0	0.18	0.29	0.16	0.25	0.32
Trim36	0.32	0.45	0.46	1.06	1.14	1.32
Vmn2r11	0	0.03	0.16	0.06	0.06	0.14
Vmn1r33	0	0	0	0	0	0
BB287469	1.4	0.22	0.18	0.09	0.72	0.23
1700016P04Rik	0	0	0	0.37	0	0.57
Abcc9	0.57	0.73	0.54	0.5	0.69	0.69
2310001K24Rik	0	0.12	0	0.33	0	0
AK156771	0	0	0	0	0	0
Exoc5	1.92	2.73	2.32	4.47	10.29	7.93
AK151815	0.98	0.66	1.08	0.96	2.56	1.91
Ctrcos	0	0.26	0	0	0	0.49
Sesn3	2.02	1.94	2.56	4.53	6.86	6.17
4930513D17Rik	0	0	0	0.05	0	0
Mmp24	0.04	0.08	0.1	0.06	0.1	0.09
St8sia3	0	0.08	0.16	0.04	0.02	0.13
FJ541081	0	0	0	0	0	0
Gdf7	0.03	0.29	0.19	0.34	0.12	0.06
Foxa2	0.66	0.98	1.21	1.55	3.03	2.41
AK006832	0	0.23	0.08	0	0	0.09
Olfr967	0	0.04	0	0.06	0	0
Nudt16	1.37	0.91	0.88	2.02	3.5	2.47
AK019593	0	0	0	0	0	0
Mir7k	0	0	0	0	0	0
DQ711719	0	0	0	0	0	0
Lrch3	2.21	3.06	3.79	8	13.77	12.66
Galnt13	0.02	0.04	0.12	0.09	0.08	0.12
DQ547044	0	0	0	0	0	0
DQ724532	0	0	0	0	0	0
Cd320	0.04	0.07	0.46	0.25	0.6	0.35
DQ560765	0	0	0	0	0	0
Mir325	0	0	0	0	0	0
AK131826	0	0	0	0	0	0
DQ540970	0	0	0	0	0	0
A630095E13Rik	0	0	0	0	0	0
Syf2	7.74	8.63	8.93	18.99	21.95	15.58
Fam161b	0.04	0.08	0.29	0.31	0.86	0.62
DQ703652	0	0	0	0	0	0
DQ715722	0	0	0	0	0	0
AK153603	0.1	0.06	0.29	0.91	2.06	1.28
Gm45935	0.78	0.87	0.78	4.14	11.36	9.29
Gm21188	1.59	0.81	0.92	2.55	3.06	1.97
Clcn1	0	0.07	0.11	0.16	0.25	0.09
Tecpr1	1.51	2.55	2.2	3.45	8.11	6.51
Gpr82	0.09	0.14	0.01	0.23	1.17	0.7
Dgkz	6.95	7.88	9.44	18.88	29.79	27.54
9330179D12Rik	0.02	0.47	0.41	0.29	0.19	0.3
AK148849	0.1	0.06	0.12	0.11	0.07	0.05
DQ563349	0	0	0	0	0	0
Trpt1	0.45	0.46	1.02	1.06	2.55	1.02
KY467714	0.06	0.04	0.14	0.35	0.77	0.61
Evx1os	0.02	0.13	0.09	0.19	0.05	0.05
Serpina1e	0	0	0	0	0	0
LOC110008574	0	0	0	0	0.9	0
Myo15	0.1	0.12	0.11	0.13	0.1	0.17
DQ700040	0	0	0	0	0	0
Sntg1	0.02	0.1	0.31	0.02	0.13	0.13
Mucl1	0	0	0	0	0	0
DQ715522	0	0	0	0	0	0
Msmb	0	0	0	0	0	0
KC202832	0	0	0.18	0.16	0	0.96
Gm6607	0.05	0.33	0	0	0.96	0.37
Mir5132	0	0	0	0	0	0
Pcdhb3	0.06	0.1	0.18	0.13	0.66	0.26
Jhy	0.05	0.08	0.32	0.5	0.84	0.64
Gpn1	0.83	1.2	0.54	1.78	2.72	2.42
Galk2	1.05	1.36	1.48	2.99	4.8	3.38
Enpp5	0.85	1.19	0.69	2.18	7.52	5.38
AK165223	0.14	0.16	0.12	0.33	0.52	0.73
AK036982	0.06	0.39	0.15	1.35	0.32	0.77
Mir7002	0	0	0	0	0	0
DQ713164	0	0	0	0	0	0
Mtif2	0.73	0.83	0.56	1.4	2.93	3.07
Cdcp2	0.02	0.04	0.09	0.13	0.12	0.2
DQ553428	0	0	0	0	0	0
Acot11	0.22	0.34	0.11	0.73	0.85	0.93
Fhod3	0.09	0.14	0.19	0.09	0.24	0.19
DQ710955	0	0	0	0	0	0
Tas2r131	0.25	0	0.09	0	0	0
Adamts12	0.15	0.51	0.24	0.26	1.35	0.8
Eed	1.25	1.7	1.77	4.12	5.92	3.39
Rab35	4.5	6.55	7.1	16.27	15.98	16.88
Hist1h2bq	0.08	0.1	0.52	0.24	0.48	0.86
AK028243	0	0	0	0	0	0
Scarna6	15.89	3.47	35.18	83.35	82.93	59.05
AK172081	0	0.13	0.09	0.8	3.23	3.83
Anapc13	6.48	11.05	8.73	7.17	8.06	7.71
Acsf3	0.33	0.61	0.57	0.9	3.34	3.53
Naa50	3.89	4.69	4.91	7.23	11.47	11.26
Phf1	2.33	1.75	3.42	7.59	14.73	14.43
DQ569645	0	0	0	0	0	0
DQ719737	0	0	0	0	0	0
DQ564349	0	0	0	0	0	0
Mcrip2	0.14	0.47	0.26	0.44	0.11	0.11
AB345468	0	0	0	0	0	0
AK004434	0.31	0	0	0.19	0	0
Gm14308	4.32	5.7	4.52	6.78	16.59	12.54
Sp9	0.08	0.28	0.39	0.23	0.05	0.11
AK029192	0.02	0.23	0.19	0.5	4.41	2.14
Fam167b	0.16	0.27	0.51	0.43	0.66	0.83
Mir7668	0	0	0	0	0	0
Pafah1b1	5.25	7.04	5.94	11.43	20.36	17.26
Vsig1	0.02	0.02	0.04	0.06	0.03	0.03
1500011B03Rik	1.89	4.03	2.08	5.11	5.3	4.44
E330020D12Rik	1.99	3.98	5.17	5.85	6.93	7.17
Samd4	2.17	2.92	2.5	2	4.9	3.27
4930459C07Rik	0.05	0	0.16	0.05	0	0.14
Gm2027	0.03	0.31	0.2	0.23	0.3	0.33
Dynlt3	6.67	6.98	7.33	8.47	14.05	10.49
Ankrd13b	0.26	0.68	0.6	1.03	1.84	1.09
Aspg	0.21	0.02	0.5	0.26	0.59	0.42
Apex1	2.03	1.55	1.87	3.67	3.51	3.08
Slain1	0.36	0.51	0.72	1.68	1.8	1.66
Arrdc3	3.58	3.25	3.16	7.66	18.11	15.98
Dtwd2	0.34	0.51	0.71	0.7	0.67	0.74
Gm14023	0.06	0.26	0.08	0.32	0.78	0.74
Krt10	0.05	0.2	0.14	0.07	0.11	0.15
DQ565516	0	0	0	0	0	0
4930401C15Rik	0	0.09	0	0.2	0.21	0
H2bfm	0.04	0.3	0.75	0.21	0	0
Vmn1r38	0	0	0	0.13	0	0
Rpl14	40.69	46.05	41.29	69.38	49.3	39.21
AK156992	0	0	0.16	0	0	0
Metrn	0.81	2.44	1.59	2.87	2.44	1.9
DQ562368	0	0	0	0	0	0
DQ684713	0	0	0	0	0	0
FJ541107	0	0	0	0	0	0
Timeless	0.93	1.05	0.94	3.65	5.85	5.41
Tmem132d	0.1	0.26	0.09	0.34	0.75	0.97
Lonrf3	0.35	0.61	0.29	0.65	0.9	1.22
DQ724543	0	0	0	0	0	0
Dbf4	0.56	1.15	0.33	1.45	1.61	1.43
Rpa3	2.02	2.67	1.74	2.64	4.44	3.39
Alg12	0.41	0.33	0.88	1.36	3.02	2.25
Olfr1350	0	0	0.13	0.06	0	0.38
Dvl2	0.62	1.06	0.96	2.27	2.21	2.86
Gm13544	0.1	0.01	0.01	0.07	0.03	0.03
G3bp1	5.39	8.25	7.72	14.34	20.11	19.81
6D	0	0	0	0.15	0	0
Arrdc4	5.77	8.19	7.63	11.43	18.94	11.6
AK084795	0.05	0	0.09	0.22	0.39	0.33
Wipf3	0.4	0.37	0.6	0.53	1.18	1.09
Ubash3b	0.9	1	1.21	4.65	5.15	4.1
Vmn1r118	0	0.72	0	0.31	0.3	0.34
Mdh2	11.13	13.53	11.21	33.93	28.75	23.59
DQ717308	0	0	0	0	0	0
Zfp971	2.45	2.43	2.13	3.39	7.86	6.14
Erdr1	52.39	28.96	83.59	71.63	212.57	251.58
Vmn1r195	0.11	0.16	0.11	0.1	0.08	0.16
9630013A20Rik	0.02	0	0.04	0.17	1.66	1.12
Gm4302	0	1.17	0.46	0.68	0	0.53
Grin3a	0.09	0.05	0.31	0.07	0.24	0.21
Sox4	4.2	7.56	6.5	6.56	13.86	9.44
DQ691275	0	0	0	0	0	0
DQ696821	0	0	0	0	0	0
Rsph3a	2.38	2.25	1.62	2.93	4.18	2.64
6330415B21Rik	0	0.1	0.14	0.16	0.14	0.07
Cct3	4.29	5.17	4.82	10.51	13.42	10.76
Ccny	5.6	5.58	6.26	8.51	13.7	11.46
Cmtm4	0.86	0.81	0.94	0.92	2.67	2.22
Gm17333	0.33	1.05	1.7	7.69	3.53	5.92
Drg1	3.89	5.09	3.51	8.66	12.68	11.1
Cyp2j5	0	0	0	0.05	0.02	0.1
Mrpl42	6.02	11.89	7.29	10.55	12.82	8.23
Hmg20b	2.57	3.62	3.82	6.64	12.63	8.62
AK053147	0.04	0.06	0.02	0.03	0.21	0.37
Spata46	0.03	0	0	0.09	1.09	0.93
DQ554809	0	0	0	0	0	0
AB339720	0	0	0	0	0	0
AK020768	0.11	0.2	0.31	1	2.81	1.64
DQ691962	0	0	0	0	0	0
DQ713738	0.17	0.06	0.02	0.1	0.19	0.04
Olfr96	0.09	0	0.21	0.12	0.09	0.09
Olfr1390	0	0	0	0	0.1	0
AK207688	0	0	0	0	0	0
Klhdc7b	0	0.21	0.02	0.03	0	0
Hs3st6	0.2	0.17	0.28	0.22	0.21	0.34
Wdr92	1.4	1.29	1.7	2.9	4.63	3.99
Fgf5	0.06	0.01	0.1	0.08	0.03	0.1
Olfr1178	0.04	0.04	0	0.06	0	0
Dtwd1	0.42	0.8	1.01	0.88	1.98	0.79
D930048N14Rik	0.01	0.09	0.24	0.27	0.95	0.61
Commd6	3.19	2.22	3.35	4.96	6.1	5.68
Gm7977	0	0.05	0.06	0.08	0	0
Fbxw22	0.05	0	0.05	0	0	0
AK047323	0	0.06	0.03	0	0	0
Arrdc5	0.12	0.03	0.22	0.05	0	0
Nkx6-3	0.02	0.18	0.13	0.02	0.14	0.07
Arl8b	5.63	6.11	6.32	13.61	17.37	16.81
DQ546919	0	0	0	0	0	0
Prkab2	0.39	0.51	0.31	1	2.42	1.78
1700029I15Rik	0	0	0	0	0	0
Ccdc180	0.18	0.04	0.25	0.72	1.45	1.78
Mir302b	0	0	0	0	0	0
Prkcd	12.97	12.85	11.56	31.13	36.49	35.18
Rbmxl2	0	0.18	0	0.25	0.11	0.55
Tfip11	1.66	1.56	1.72	3.82	5.19	4.27
Ncapg2	0.27	0.45	0.44	0.78	1.14	0.97
Thap3	0.35	0.88	1.26	2.15	2.97	2.84
Serpinb12	0.05	0	0	0	0.05	0.1
Acot1	0.65	0.55	0.4	1.09	1.84	1.47
A4galt	2.02	1.6	2.64	3.98	10.16	4.26
AK006677	0	0	0	0	0	0
Drosha	1.58	2.5	2.97	4.31	8.72	22.3
Nudt16l1	1.92	1.64	2.08	3.7	4.27	2.58
Gm10767	0.1	0.02	0.03	0.16	1.11	0
Krtap19-5	0	0	0	0	0	0
Ntrk1	0.06	0.32	0.06	0.17	0.07	0.26
Nckap1l	5.06	4.89	4.9	23.72	26.91	25.5
Arc	0.23	0.26	0.23	0.62	0.31	0.49
Mir3473e	0	0	0	0	0	0
AB349811	0	0	0	0	0	0
Ankrd24	0.29	0.31	0.41	0.34	1.19	0.98
Wdr34	0.3	0.52	0.63	1.66	1.85	2.78
Nrtn	0.82	0.52	0.19	1.05	0.6	1.51
Boll	0	0	0.14	0.1	0.16	0.17
DQ687099	0	0	0	0	0	0
Fgd4	30.68	66.02	67.52	93.48	138.9	135.9
Btnl6	0.04	0.04	0.16	0.16	0.25	0.25
DQ542355	0	0	0	0	0	0
Lim2	0.08	0	0	0.14	0.11	0.31
Ubd	1.03	2.54	2.46	10.74	10.11	14.21
Olfr463	0	0.12	0.41	0.06	0	0
DQ710218	0	0	0	0	0	0
AK019688	0	0	0	0.43	0	0
Mir3081	0	0	0	0	0	0
Olfr1490	0.18	0.19	0.42	0	0.09	0.09
Selenoh	2.96	1.21	0.72	0.92	2.63	2.1
Nfix	7.54	8.99	10.87	18.12	30.24	27.6
Vmn1r237	0.05	0	0	0	0	0
Mir219a-2	0	0	0	0	0	0
DQ546218	0	0	0	0	0	0
Plscr5	0	0.03	0	0.05	0	0.08
Ehbp1	0.91	0.9	0.83	1.07	3	2.72
Galont	0.01	0	0.02	0.03	0	0
DQ563604	0	0	0	0	0	0
KY468244	0	0.26	0	0	0.41	0.2
Trim72	0.13	0.3	0.01	0.2	0.34	0.19
Rpl21	24.17	28.58	25.93	40.34	39.77	30.53
DQ695455	0	0	0	0	0	0
DQ691885	0	0	0	0	0	0
Tec	1.21	1.03	0.99	3.79	4.66	3.39
Vmn1r129	0	0.13	0	0.02	0.19	0
Asb10	0.14	0.13	0.02	0.06	0.04	0.07
Glra1	0.08	0.08	0.47	0.19	0.07	0.1
Impact	1.19	1.45	1.18	3.3	8.25	6.54
Actg2	1.52	1.8	1.55	1.55	2.66	1.69
Pcdhgb5	0.2	0.12	0.3	0.37	2.47	1.34
Atp6v1c2	0.74	0.91	0.76	1.88	6.31	5.81
Irf2bp1	1.35	1.16	2.09	4.53	7.21	6.84
Sec24b	2.78	3.53	5.27	11.58	17.66	13.88
Myo18b	0.05	0.09	0.06	0.09	0.13	0.22
Shank1	0.22	0.53	0.41	0.41	0.56	0.5
Olfr657	0	0	0.04	0	0	0.27
Gm10190	0.37	0.08	0.04	0.07	0.08	0.31
Snora43	0	0	0	111.34	73.06	78.46
DQ540775	0	0	0	0	0	0
DQ711879	0	0	0	0	0	0
Gm8978	0	0	0	0	0	0
DQ691258	0	0.05	0.1	0	0	0.22
Khdc1a	0.08	0	0	0.06	0.04	0
4931431C16Rik	0.18	0.12	0.03	0.22	0.08	0.11
Tyk2	1.33	1.97	2.61	7.16	11.54	8.57
Zbtb4	3.07	3.77	4.63	6.74	12.31	11.3
Zswim4	0.69	1.01	1.36	4.06	5.92	3.68
Gm20110	0.04	0	0.02	0.02	0	0.07
Vezf1	3.76	4.78	5.04	9.1	13.13	10.76
Cfap46	0.13	0.27	0.2	0.33	2.74	2.43
Jph3	0.05	0.19	0.28	0.14	0.06	0.1
D330045A20Rik	0.09	0.12	0.07	0.18	0.14	0.18
Sox30	0.04	0.22	0.24	0.1	0.03	0.13
AB347200	0	0	0	0	0	0
DQ561078	0	0	0	0	0	0
DQ712560	0	0	0	0	0	0
Itpr3	0.75	0.77	0.82	2.76	5.67	4.91
DQ694846	0	0	0	0	0	0
1700007L15Rik	0	0	0.64	0.33	0.13	0.62
Ccdc121	0.25	0.35	0.26	0.31	0.13	0.26
Ywhaq	19.9	23.69	25.18	37.79	40.27	33.95
Flt3	0.12	0.05	0.27	0.67	0.78	0.57
DQ692040	0	0	0	0	0	0
AK081945	0	0	0	0	0	0
AK050290	0.07	0	0.13	0.35	0.58	0.43
Tbx22	0	0.02	0.04	0.03	0.01	0.1
Gm5485	0	0.07	0.07	0.1	0	0.16
Eefsec	0.69	1.06	0.72	1.93	1.98	2.33
AK039367	0	0.03	0.34	0	0.2	0.07
DQ692655	0	0	0	0	0	0
Rbfa	1.06	0.95	1.09	2.23	3.02	2.48
Crybg3	1.38	1.73	1.82	2.22	5.06	3.5
Gm10220	0.19	0.18	0.48	0.33	0.13	0.26
Mir883b	0	0	0	0	0	0
Capn3	0.22	0.2	0.27	0.11	0.41	0.19
Ccdc130	0.41	0.45	0.82	1.73	2.61	2.13
Fut11	0.69	0.82	1.21	1.94	5.42	4.01
Apc	2.73	2.66	3.43	4.9	11.09	8.76
Gm30332	0	0	0.03	0.04	0.07	0.03
DQ072380	0.28	0.16	0	0	0.23	0
3110035E14Rik	0.07	0.01	0.12	0.06	0.45	0.31
1700025G04Rik	0.66	0.6	0.67	0.92	1.11	1.02
Gm10662	0.12	0.58	0.36	0.91	0.28	0.18
Tsga10ip	0	0	0	0	0	0
Lamtor1	8.18	13.62	8.96	23.5	21.77	19.93
DQ691089	0	0	0	0	0	0
Vmn1r220	0.1	0	0.05	0	0	0
A930024E05Rik	0.02	0.37	0.34	0.32	0.92	0.41
Gm10510	0	0	0.06	0	0	0
Olfr350	0.09	0.23	0.22	0.18	0	0.09
DQ711633	0	0	0	0	0	0
Defa30	0.93	1.6	1.97	0.83	1.05	1
AK160408	0.21	0.13	0.05	1.52	5.98	4.42
AK161373	0.02	0.28	0.4	0.63	0.1	0.29
Caskin1	0.25	0.28	0.1	0.2	0.24	0.12
Mir539	0	0	0	0	0	0
DQ562057	0	0	0	0	0	0
Qars	2.2	2.99	2.47	6.29	7.72	7.01
Map3k10	0.67	1.72	1.61	1.53	2.61	1.97
2610027K06Rik	0.45	0.8	0.52	0.64	2.3	1.37
Ciart	0.01	0.09	0.29	0.82	1.61	1.53
G630064G18Rik	0.16	0.3	0.2	0.11	0.4	0.33
Cblc	0.16	0.24	0.49	0.8	1.21	1.91
Ppargc1a	0.1	0.09	0.11	0.13	0.17	0.2
AK079595	0.42	0	0	0	0	0
AK006572	0.17	0	0	0.28	0	0
Fmo9	0.01	0	0.09	0.04	0	0
AK033552	0.42	0.23	0.31	0.31	1.08	1
Adra1b	0.2	0.87	0.83	0.32	1.02	0.33
Ctsz	18.01	17.05	12.77	63.43	62.25	54.89
Scarna10	0	0	0	0	0	0
DQ564762	0	0	0	0	0	0
Brat1	0.79	0.68	0.5	1.74	3.13	2.44
AK042797	0.03	0.1	0.22	0.26	0.22	0.18
Cacna1f	0	0.04	0.08	0.03	0.03	0.15
AK051463	0.03	0.13	0.1	0.09	0.37	0.14
Alpi	0.06	0.12	0.28	0.04	0.07	0.1
Lin7b	0	0	0.06	0	0	0.13
Mir3104	0	0	0	0	0	0
DQ725943	0	0	0	0	0	0
AK184121	0	0	0	0	0	0
DQ562530	0	0	0	0	0	0
DQ720628	0	0	0	0	0	0
Plaa	1.35	1.63	1.44	5.37	6.45	5.19
Ly6g6c	0.27	0.68	0.42	0.79	0.19	0.09
4930544G11Rik	0.2	0	0.05	0	0	0
DQ709297	0	0	0	0	0	0
Slc25a46	1.14	1.76	1.8	3.69	6.59	4.57
BC038063	0.9	1.25	0.78	1.82	5.16	4.33
Ak5	0.04	0.26	0.24	0.14	0.27	0.27
Olfr1352	0.24	0.03	0	0.05	0	0
BC051537	0.01	0.09	0.3	0.04	0	0
Vmn1r45	0.08	0.42	0.05	0.12	0	0.09
9430083A17Rik	0.01	0.05	0.1	0.13	0.18	0.1
Zfp81	0.51	0.46	0.11	0.63	1.59	1.09
Arntl2	0.06	0	0.08	0.06	0.21	0.03
Irf5	6.28	5.51	6.81	45.07	36.38	38.05
Mcpt8	0.02	0	0	0.92	0.55	0.32
DQ545110	0	0	0	0	0	0
Rn5s	0	0	0	0	0	0
Eif4ebp3	0	0	0.18	0	0.18	0.11
Mirt1	0.9	0.55	0.73	1.03	2.28	1.92
DQ565041	0	0	0	0	0	0
DQ717113	0	0	0	0	0	0
Gm30505	0	0.16	0.06	0.03	0.18	0.09
1700020N01Rik	0.04	0.03	0	0.16	0	0.08
Ffar1	0.1	0.08	0.14	0.39	0.5	0.29
