Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
DQ702206	0	0	0	0	0	0
Pdcd2l	25	16	16	37	39	20
Rwdd2a	0	8	4	4	7	8
AB340064	0	0	0	0	0	0
Tceal6	16	6	6	6	0	0
Tox	44	14	38	49	33	22
DQ708022	0	0	0	0	0	0
Usp6nl	301	276	301	337	409	292
Gchfr	6	13	9	7	2	1
AK044380	4	0	0	4	0	1
Olfr1080	0	0	1	0	0	0
Mir218-1	0	0	0	0	0	0
Olfr1044	0	0	6	0	0	1
Tmod3	1255	815	847	936	1058	909
AK008812	0	7	7	16	11	11
Caskin2	743	550	669	676	903	703
DQ693555	0	0	0	0	0	0
Ralyl	3	0	3	3	2	3
Csn1s2b	0	0	0	0	0	2
4933408J17Rik	4	2	5	1	0	0
Tedc1	29	18	12	30	23	18
Krt76	1	0	3	1	0	0
F730035M05Rik	0	4	1	3	2	3
Pdcd2	40	57	17	25	37	37
9230110F15Rik	0	0	0	0	0	0
Stx2	260	272	151	224	173	122
KY468131	2	0	8	0	0	1
Lbp	142	69	141	202	381	299
Creb3	217	140	95	227	243	223
AK148780	0	3	6	5	18	5
DQ687767	0	0	0	0	0	0
DQ540035	0	0	0	0	0	0
FJ541087	0	0	0	0	0	0
Mir466	0	0	0	0	0	0
8030411F24Rik	0	0	0	0	0	0
Aifm3	27	6	8	9	9	17
Kcnk4	0	0	6	1	0	0
Racgap1	131	100	70	82	73	39
Sema3g	214	121	143	275	707	570
Ap2a2	1098	904	725	881	790	555
AK040143	1	3	4	3	2	4
Vcam1	414	199	215	591	1057	703
4930556L07Rik	8	3	3	3	0	0
Myt1	11	10	6	5	2	5
Pgam1	1128	767	778	913	590	612
Adcy5	44	46	16	30	39	45
Timd4	24	28	14	32	17	38
Cth	16	12	19	17	13	8
Irx3	122	100	103	70	88	122
Mir6379	0	0	0	0	0	0
Trub2	92	69	54	128	121	93
AK084599	0	0	0	0	0	0
DQ720313	0	0	0	0	0	0
Diras2	16	42	27	16	12	22
Snhg4	0	17	1	13	22	21
Vmn1r178	0	1	0	2	0	0
DQ685957	0	0	0	0	0	0
Prrt4	37	40	31	28	31	33
BC016540	0	0	0	0	0	0
AK053810	21	29	26	47	40	42
Scgn	2	11	3	2	0	1
Mroh3	0	0	0	0	0	0
DQ543924	0	0	0	0	0	0
Olfr1055	2	0	2	1	0	1
Traf2	203	123	104	243	243	247
DQ695242	0	0	0	0	0	0
Psmd1	698	588	445	628	553	473
AK149188	33	85	97	33	11	17
Slc23a4	17	1	2	4	4	2
EF651816	0	0	0	0	0	0
Hmgb4	4	0	10	0	1	0
Zfp607b	5	28	35	44	20	42
Lingo3	0	15	19	2	2	5
Kynu	123	43	74	105	76	73
Lrrc69	0	0	0	1	0	0
DQ567829	0	0	0	0	0	0
DQ724982	0	0	0	0	0	0
Mir6999	0	0	0	0	0	0
Rab3b	6	5	10	11	0	11
Eif3k	783	511	443	643	403	336
DQ702792	0	0	0	0	0	0
DQ720447	0	0	0	0	0	0
Rbm34	76	60	29	79	88	66
Cited2	304	262	331	631	451	548
Lrp5	436	393	361	677	982	734
Cib3	3	0	0	1	0	0
P2rx1	11	2	4	25	14	8
AK040357	0	0	0	0	0	2
Bmp1	156	89	173	208	718	501
AK041619	0	1	2	12	65	44
DQ553139	0	0	0	0	0	0
Mir30f	0	0	0	0	0	0
Olfr812	3	0	0	0	0	1
Aak1	745	517	590	928	1105	879
Stac	10	6	12	9	4	6
Pbrm1	1228	725	806	799	894	647
Mpdz	386	239	258	136	229	136
Myrf	123	98	135	79	165	143
Car6	3	0	0	1	0	0
BC049730	0	2	0	0	0	0
Sdf4	577	452	521	681	765	586
H2-Bl	0	1	0	7	10	12
0610040B10Rik	1	1	0	2	1	2
Dock8	1045	701	684	1897	1709	1558
Ofcc1	2	0	5	0	0	1
Cnpy1	0	26	4	3	1	2
Snord93	0	0	0	0	0	0
FJ541177	0	0	0	0	0	0
DQ687709	0	0	0	0	0	0
DQ722658	0	0	0	0	0	0
Zcchc10	52	35	29	37	33	35
Rbm27	674	492	458	690	659	651
Klk14	11	23	27	48	15	33
DQ542960	0	0	0	0	0	0
Pofut1	128	117	146	242	339	274
Cyc1	283	177	173	206	165	138
Fkbp4	357	240	377	320	246	324
AK165489	22	40	81	154	74	125
Ankar	1	12	0	0	0	1
Mpc1	234	284	170	133	115	130
C030037D09Rik	62	40	45	13	41	20
Asb3	52	59	21	42	84	72
AK039557	0	0	3	0	0	0
Naf1	236	114	107	158	120	125
Sipa1	1024	802	621	1142	1177	961
Fam216a	56	34	33	45	37	42
Snrk	975	661	659	863	1110	789
Galnt1	573	520	484	622	677	477
Crkl	652	442	319	650	641	493
Ssfa2	600	307	383	660	703	685
Ctrb1	3	4	0	0	0	0
Tmem141	52	15	19	18	17	20
Wfdc3	0	0	2	0	0	0
Pygl	228	140	213	290	248	208
Gm5142	1	2	8	3	0	0
DQ560433	0	0	0	0	0	0
Hsbp1l1	0	1	0	2	3	3
Gm12260	21	3	6	2	0	3
Nme5	4	3	1	2	3	14
Olfr1084	0	2	0	0	0	0
DQ717161	0	0	0	0	0	0
DQ707615	0	0	0	0	0	0
Tmem207	0	2	5	4	0	0
DQ556976	0	0	0	0	0	0
Zan	16	52	29	21	24	48
Trim15	2	1	2	5	5	2
Foxc2	14	34	7	21	8	10
Mir125a	0	0	0	0	0	0
Lamc1	1094	964	927	1348	2962	1860
Atp6v0d1	763	468	369	638	352	339
L16801	0	0	0	5	0	0
Fgg	19	15	25	9	13	13
Zfp950	84	65	67	129	250	209
Rbm15b	203	190	188	212	237	211
Rps4x	4759	3254	2726	2587	1818	1438
Mir6399	0	0	0	0	0	0
AK041706	0	0	0	0	0	0
Mir684-2	0	0	0	0	0	0
Bmi1	675	552	518	654	574	536
Erp44	308	164	194	365	390	336
DQ564194	0	0	0	0	0	0
Mir6237	0	0	0	0	0	0
DQ707078	0	0	0	0	0	0
DQ550700	0	0	0	0	0	0
Ust	63	68	56	64	80	56
Gm2663	0	0	0	0	0	1
DQ697538	0	0	0	0	0	0
1700034K08Rik	0	0	0	0	1	0
H2-T24	644	471	540	1664	2112	1622
AK197994	0	0	0	0	0	0
Tkt	554	429	298	671	494	386
Abca15	0	0	3	5	1	3
Nt5c1a	0	3	8	0	1	1
Gm13090	0	0	0	0	0	0
Aamdc	21	7	4	4	12	6
Dus3l	137	109	95	146	241	192
Adcy2	119	79	66	55	143	73
DQ569470	0	0	0	0	0	0
Apobec3	252	219	207	495	425	398
DQ704216	0	0	0	0	0	0
Phactr4	535	479	468	472	530	429
Olfr557	11	1	5	3	0	3
Gm13032	1	1	0	2	1	2
Slc34a1	10	3	5	1	0	2
Trmo	0	12	13	16	20	18
Arhgap19	66	62	50	75	43	37
Chrna1os	0	3	0	2	2	0
1700030N03Rik	7	12	8	1	2	0
DQ706830	0	0	0	0	0	0
Actr1b	417	187	187	262	243	194
Mir466p	0	0	0	0	0	0
8430422H06Rik	0	2	4	0	0	0
Mir3960	0	0	0	0	0	0
Erich6	3	10	5	4	0	5
DQ702046	0	0	0	0	0	0
DQ699955	0	0	0	0	0	0
Abraxas1	27	39	15	26	40	15
DQ717254	0	0	0	0	0	0
AK085097	12	32	21	13	40	25
Abcb7	351	178	167	188	284	263
Rimbp3	58	27	24	12	5	9
AI837181	222	202	140	333	202	179
DQ721414	0	0	0	0	0	0
Olfr1198	0	3	2	0	0	0
Enpp6	0	10	16	5	2	3
Rsg1	6	0	4	7	10	9
Spink7	0	0	0	0	0	0
Mzf1	22	40	42	57	30	23
Syne4	3	24	3	15	18	25
4930430F08Rik	7	35	13	14	18	19
AK035058	18	23	20	25	52	28
Fbxo6	180	160	124	299	176	156
1700029H14Rik	1	1	5	4	3	1
FJ541157	0	0	0	0	0	0
Gm15910	36	39	51	80	108	109
Zbtb25	36	19	39	69	41	22
Neto1	8	18	20	3	2	3
Prkcsh	170	70	98	283	330	273
Celf5	19	33	33	16	7	16
4930524O08Rik	0	0	0	1	3	1
A830019L24Rik	2	16	1	3	2	2
NADH-cytochrome b5 reductase	19	4	3	6	10	9
Gm815	0	0	0	0	0	0
AK163779	2	3	7	4	28	23
D630029K05Rik	36	32	18	10	24	7
DQ716032	0	0	0	0	0	0
Adprhl1	2	2	2	5	3	5
AK082264	1	2	0	5	0	0
Ccdc157	78	44	59	89	176	153
Ttc30b	104	73	69	40	44	37
Rtn4r	5	3	18	10	4	1
Mir1983	0	0	0	0	0	0
Lyzl1	0	0	0	0	0	0
Carf	44	21	18	39	80	52
AK076929	0	0	0	0	0	0
Atoh1	3	1	21	10	1	4
Slc5a4a	0	0	0	1	0	0
AK077175	0	5	3	4	4	3
Rpp38	15	19	13	11	14	2
C1ql3	4	5	6	2	9	6
Apbb3	41	25	22	33	70	34
Nrbp2	283	146	225	296	898	766
Pcbp2	3312	2255	2245	3365	2350	2368
DQ693896	0	0	0	0	0	0
Elmsan1	704	409	482	758	871	684
Glp1r	5	11	5	19	27	11
Hist1h2ak	207	207	133	215	113	94
Med29	132	58	94	141	90	88
Vmn1r15	3	0	0	0	0	0
8430437L04Rik	6	1	0	4	0	0
AK146146	0	0	0	1	0	0
Gsx2	0	11	6	7	1	3
Lrrc32	143	117	110	159	211	180
AB339827	0	0	0	0	0	0
Nedd8	332	259	187	231	152	111
1700029B22Rik	0	0	0	2	0	1
Mir7680	0	0	0	0	0	0
AK052627	4	0	2	26	45	50
Aspa	5	25	19	23	20	21
DQ725630	0	0	0	0	0	0
AK134158	9	34	30	29	13	16
B230303A05Rik	46	27	12	8	9	12
Parm1	64	49	27	43	81	47
Mir6377	0	0	0	0	0	0
BC035947	81	91	108	55	30	25
Cwf19l1	35	54	78	61	82	69
Mir680-1	0	0	0	0	0	0
Rs1	8	25	14	11	18	16
AK040904	3	0	4	9	11	11
AK049328	6	19	19	16	73	51
Agbl3	30	55	55	42	44	60
Naga	196	74	162	352	396	335
DQ556002	0	0	0	0	0	0
Ppp2r2d	254	143	155	177	225	183
Sowahb	26	13	49	11	28	27
Senp6	854	481	513	546	708	502
Kbtbd8os	0	0	0	2	0	3
AK131739	0	1	0	0	1	1
Wdr54	2	4	5	8	10	10
DQ693843	0	0	0	0	0	0
1700116B05Rik	0	0	4	1	0	0
Gm16835	4	8	10	4	5	4
Olfr854	0	0	0	0	0	0
Chuk	265	216	150	288	393	316
DQ565267	0	0	0	0	0	0
Zfp318	378	303	254	360	510	403
Adcy4	173	70	86	242	608	447
Alkbh7	16	10	1	13	12	5
Rnu2-10	7412	2649	9386	83302	45465	56629
DQ725142	0	0	0	0	0	0
Papolg	113	86	92	184	215	170
Fau	2039	1686	1201	1950	1235	1071
X03865	0	4	1	6	0	2
AB335328	0	0	0	0	0	0
4930518P08Rik	0	6	7	0	0	0
Lpar6	56	68	61	115	181	124
1700010H22Rik	0	10	0	1	5	2
Gm20735	0	3	0	0	1	0
Ptprd	294	202	314	130	596	333
Trmt2b	81	43	69	66	95	83
DQ540279	0	0	0	0	0	0
Ggact	42	47	32	25	18	19
DQ688757	0	0	0	0	0	0
Rnf41	291	142	147	268	338	258
Sgsm2	180	117	102	109	153	127
DQ693530	0	0	0	0	0	0
Fhod1	534	240	362	491	838	736
AK080695	2	2	17	5	0	1
Defb11	0	0	0	0	0	0
B230344G16Rik	14	2	7	1	6	5
AK030785	7	10	10	12	27	27
DQ725400	0	0	0	0	0	0
Col15a1	188	79	103	102	157	106
Lss	134	123	59	115	192	179
Krt8	398	305	181	342	389	302
Actbl2	1	8	8	1	1	0
BC023105	95	67	39	253	383	318
Col7a1	25	15	18	31	104	72
Tnks1bp1	1070	719	890	812	1575	1053
1700025J12Rik	0	5	8	2	0	0
Brwd1	553	349	412	627	1315	1002
Fam3a	119	28	76	108	103	83
Olfr205	3	0	0	0	0	0
DQ564575	0	0	0	0	0	0
Arhgap10	201	127	63	138	156	145
Taf1a	57	32	12	49	65	48
Dnajc10	531	399	336	512	703	569
Mettl7b	4	13	9	6	5	1
Haus7	29	33	55	56	77	54
DQ717880	0	0	0	0	0	0
DQ544672	0	0	0	0	0	0
AK145095	0	0	2	0	0	0
AB344116	0	0	0	0	0	0
A330041J22Rik	0	3	0	1	2	2
Mir7037	0	0	0	0	0	0
Mir466g	0	0	0	0	0	0
Gm11520	0	0	1	4	1	1
Kcnmb4os2	17	5	6	14	1	1
AK135172	19	3	0	2	2	1
Spata5l1	44	32	19	63	53	74
Gm30790	0	1	0	1	0	0
Akr1b3	631	438	361	488	289	273
Ndufa10	249	230	175	298	184	166
Slc1a3	132	65	93	102	254	207
Prep	620	359	373	350	317	212
DQ725134	0	0	0	0	0	0
Ptp4a3	1000	821	695	487	481	372
AB341082	0	0	0	0	0	0
Acsl6	0	3	6	1	1	2
Snx5	1057	709	484	1313	760	752
Olfr1054	0	2	0	0	0	0
Syt14	7	14	3	24	11	15
AK194623	39	28	20	26	58	35
Gm25500	0	0	0	0	0	0
DQ704180	0	0	0	0	0	0
AK210685	0	3	0	0	0	0
DQ560645	0	0	0	0	0	0
Cfap43	95	42	35	92	186	214
Mir6983	0	0	0	0	0	0
Mgrn1	714	469	452	1022	813	781
DQ552373	0	0	0	0	0	0
Pnkd	168	149	182	112	113	94
Tmem115	92	86	122	165	174	137
Tfap2c	5	7	11	2	2	2
Fbll1	14	12	7	3	5	3
Pnoc	6	2	0	5	3	4
Draxin	22	33	31	31	39	34
Rtl6	69	76	30	65	30	40
Bves	1	3	3	2	2	2
Tfap2b	8	18	15	9	1	6
AK181808	43	24	59	173	524	424
2010320M18Rik	6	13	8	14	13	9
Cacng1	0	4	0	1	1	0
Gm5095	3	1	1	0	0	2
Nol8	259	147	139	188	185	107
Gm6890	0	0	8	1	0	1
Kcnd2	8	2	2	5	3	1
Ap1g2	228	74	104	216	224	172
Ammecr1	63	38	53	51	67	62
Fam213a	56	32	15	34	47	44
AK039372	0	9	6	1	3	3
4930432K21Rik	3	7	7	12	6	3
Zscan25	49	34	24	84	89	86
Cpne1	475	276	228	440	415	348
Eif4ebp2	391	235	279	510	395	442
1700001O22Rik	3	1	5	6	1	1
Prkx	576	421	408	1110	770	755
Stxbp1	651	442	458	647	672	551
Parp6	133	132	137	222	307	238
DQ569781	0	0	0	0	0	0
KY468078	3	1	6	5	1	3
Nicn1	137	91	83	60	49	49
DQ547823	0	0	0	0	0	0
DQ724810	0	0	0	0	0	0
Zcchc14	500	364	333	386	602	456
Tekt1	8	1	3	13	12	5
BC053393	6	0	0	2	0	1
Gm16367	0	0	0	4	1	0
Mageb5	0	2	4	0	0	0
Dleu7	0	10	2	4	4	2
DQ721965	0	0	0	0	0	0
Rabep2	143	130	133	141	170	117
AK163775	10	13	16	9	50	34
Fbxo7	74	116	60	137	147	113
Olfr1258	4	1	0	1	0	0
Anp32a	1254	747	710	756	660	658
DQ546748	0	0	0	0	0	0
C2	101	60	92	477	842	569
Pramef20	5	0	0	1	0	0
Mrgpra2a	4	1	22	12	8	13
AK138842	3	5	4	0	0	5
Khsrp	926	635	667	923	890	840
Vmn1r169	0	0	0	0	1	0
Lcn10	0	0	0	2	0	0
C3	5957	3742	3502	7416	9654	7789
Tyms-ps	8	14	7	23	9	10
Mir5124a	0	0	0	0	0	0
Snai2	65	61	55	40	47	25
Afmid	27	45	32	35	57	34
Gpx5	0	12	4	0	0	1
Tnfaip3	642	399	405	1303	1280	1103
Cdk7	205	218	197	255	233	203
A930002C04Rik	0	12	1	3	0	0
Ebf3	9	7	5	6	2	2
1700031M16Rik	0	0	0	0	0	0
DQ715489	0	0	0	0	0	0
AK036682	14	29	36	73	86	94
Gm15417	15	6	7	8	9	6
DQ714076	0	0	0	0	0	0
Cnbp	1198	963	688	999	982	801
Nkpd1	8	21	2	12	3	1
Lats1	714	586	517	775	1027	880
Pop4	41	41	29	58	41	19
Dnm3os	17	12	2	14	124	62
Mir324	0	0	0	0	0	0
U2af1	186	191	161	247	175	155
Il1bos	19	19	1	8	4	4
DQ561419	0	0	0	0	0	0
Sdr42e1	17	15	25	25	25	12
Ptch1	540	363	403	348	533	377
Sftpb	3115	1469	1961	5054	7761	7734
Usp51	2	7	4	2	2	1
Nkx2-2	1	8	7	13	3	1
Clec4e	321	153	85	256	155	171
Hoxd3os1	0	10	7	1	2	3
Abca4	11	26	13	13	49	27
Emd	224	141	137	175	106	101
DQ564443	0	0	0	0	0	0
Cep70	28	28	45	37	77	66
AK037694	7	10	24	8	5	2
Krt1	12	18	5	3	0	2
DQ696254	0	0	0	0	0	0
DQ718522	0	0	0	0	0	0
DQ687830	0	0	0	0	0	0
DQ554135	0	0	0	0	0	0
1600029O15Rik	2	13	11	1	2	3
Bex4	57	53	61	28	21	24
Zmym5	217	172	149	208	349	237
Socs2	266	182	201	279	426	315
Gpr143	7	0	0	4	1	2
KY467980	0	0	0	0	1	0
Tle1	370	285	285	301	437	483
Hyal1	64	93	54	48	142	95
Gtf3a	210	120	91	175	114	94
Gm29686	0	5	0	0	1	2
1700001P01Rik	0	1	0	0	2	0
Gm15023	0	3	0	0	0	0
Garem2	11	8	34	15	3	10
Cpne6	0	1	0	1	1	0
AU021063	0	0	0	0	0	0
Usf3	1264	824	786	1179	1135	906
Gm11596	0	1	2	0	0	1
Mir6930	0	0	0	0	0	0
DQ690665	0	0	0	0	0	0
Pkn3	114	47	45	58	124	101
Mob1b	468	258	256	342	313	367
Chrna1	4	12	9	16	9	13
4921518K17Rik	0	5	0	4	3	5
DQ725875	0	0	0	0	0	0
Tnfsf8	21	19	16	30	62	42
Gm6588	22	10	9	8	2	1
Lzts3	99	106	104	101	103	82
DQ563107	0	0	0	0	0	0
Cog7	164	118	109	164	136	127
AK144143	20	9	15	6	8	6
Slc25a40	94	64	56	68	86	102
Spr	179	83	28	66	76	61
Zfp212	142	92	87	109	125	98
Vmn2r28	15	5	26	2	2	1
Dpf1	3	10	11	1	2	1
DQ694462	0	0	0	0	0	0
Lhx2	17	3	13	125	55	86
Foxj1	98	124	126	129	178	187
Mir6350	0	0	0	0	0	0
Sesn2	105	48	49	121	107	107
Aldh3b3	8	0	0	1	0	0
4930578N18Rik	7	0	0	0	0	0
DQ711282	0	0	0	0	0	0
6030471H07Rik	0	6	4	0	0	1
Mir7015	0	0	0	0	0	0
Hdac9	82	67	60	139	70	91
Acox2	10	8	6	7	8	18
Defb1	0	0	2	0	1	0
Pik3c2b	266	161	212	331	291	295
KY468006	0	2	6	0	11	3
Supt20	300	103	132	297	409	276
Nt5dc3	164	139	131	195	215	184
Capza2	1341	1118	856	1344	1155	994
AK087644	0	0	0	0	0	0
Ptgfr	77	63	85	29	25	28
AK081464	10	5	23	7	22	22
DQ540068	0	0	0	0	0	0
Vmn1r35	0	0	0	1	0	1
DQ721924	0	0	0	0	0	0
Olfr196	0	0	2	0	0	0
Galnt18	254	131	181	185	380	258
Slc22a20	0	2	0	1	2	1
Spcs3	467	319	354	501	505	498
Olfr1412	0	2	5	2	0	1
Vps53	179	162	171	208	195	162
1700064J06Rik	0	0	0	0	0	0
AK163891	3	7	0	6	1	7
Trappc8	540	471	327	605	623	446
Cyp2c29	7	4	13	2	0	3
Cks1b	75	88	55	48	16	15
Trp53inp1	717	514	418	780	753	813
Naa11	9	2	1	6	1	0
Ldlrad3	174	52	82	118	139	138
Tlr1	343	191	105	562	392	403
AK047187	18	18	15	25	41	46
Rell1	276	171	163	211	324	235
AK033307	1	1	8	3	1	4
Gpsm3	336	341	252	529	348	308
Gucy1b2	4	4	4	0	0	0
DQ692750	0	0	0	0	0	0
Vopp1	191	178	183	214	193	191
Vdac1	1006	675	529	565	527	597
Olfr283	0	1	3	5	0	1
Mir6363	0	0	0	0	0	0
Zfp407	245	228	119	312	687	512
Ptdss1	362	183	172	303	306	251
Col13a1	109	49	91	67	210	114
1110058D11Rik	14	1	2	1	4	0
Leng8	893	362	650	1261	2936	2298
Nrg4	15	18	10	13	14	15
Samd11	12	1	17	6	2	4
AK080063	39	42	47	50	51	44
Ccr9	78	37	24	209	120	93
Tmem161a	56	51	21	60	83	63
Safb	535	333	400	366	479	503
DQ703915	0	0	0	0	0	0
Pantr2	0	0	0	0	0	0
Ccl17	1	14	6	16	7	0
Plp1	60	81	89	132	57	71
Mcoln1	65	66	45	208	219	175
Olfr33	0	8	1	4	0	0
Mrm3	28	13	17	15	16	5
Lhb	5	1	1	2	3	3
Zfp398	87	90	38	101	111	120
Cd160	4	6	4	16	38	26
Snord64	0	0	0	0	0	0
Hist1h1e	1611	1252	964	1144	1039	859
AK142573	20	23	7	18	27	23
Olfr536	6	7	10	1	0	0
DQ720461	0	0	0	0	0	0
AK029692	3	2	0	1	0	0
Fam163a	2	13	13	5	2	9
Bzw2	150	78	50	92	84	53
Pex26	50	73	59	73	71	71
Olfr1420	0	4	1	0	3	5
V1ra8	0	0	1	0	0	1
BC062895	35	32	31	46	38	33
DQ726796	0	0	0	0	0	0
Iqgap1	14431	8584	8865	8384	6671	5775
AK161079	2	4	5	3	18	20
Akr1c6	0	0	4	0	2	0
Tdrd5	5	3	3	6	11	14
Prr23a1	7	6	8	1	0	3
5730412P04Rik	0	0	0	0	0	0
2310010J17Rik	2	0	0	2	0	0
AK087617	272	225	155	207	798	442
Mir669m-2	0	0	0	0	0	0
Gkn3	7	1	0	2	0	0
Mir192	0	0	0	0	0	0
Por	352	213	256	531	668	574
Psmb1	504	396	263	481	286	234
Zfp592	493	250	358	691	606	494
Cckbr	3	21	6	8	1	3
Psma7	479	313	256	532	315	260
Galnt7	113	76	64	185	197	163
AB341981	0	0	0	0	0	0
Prok1	0	0	0	0	0	0
DQ701447	0	0	0	0	0	0
AK076622	83	118	96	85	28	40
D230017M19Rik	10	10	16	7	2	3
Il1f8	0	0	0	0	0	0
Dtx3	217	70	125	195	344	248
Tubb4a	48	48	52	36	67	40
Col28a1	0	13	6	3	1	3
Defb41	0	0	0	1	0	0
DQ702558	0	0	0	0	0	0
Ghitm	1057	666	689	1102	824	701
M11859	0	0	0	2	3	2
AK035761	5	2	4	2	0	2
Riok3	694	417	485	675	635	516
Ambp	16	14	18	10	6	9
Hpse2	8	1	0	3	11	2
DQ688151	0	0	0	0	0	0
Selenok	198	204	178	252	233	181
DQ552992	0	0	0	0	0	0
KY467623	2	0	0	0	2	0
Prss29	0	1	0	1	0	1
Arl4d	83	73	85	87	74	130
AK005367	0	1	0	1	0	0
Fbxw24	0	0	0	1	0	0
AW549877	579	392	349	541	816	760
Crmp1	5	8	3	13	5	9
DQ703057	0	0	0	0	0	0
Slc8a2	17	31	21	19	14	16
Olfr1362	0	3	8	2	0	1
Tbrg4	210	90	92	174	194	164
Pafah1b2	820	674	603	606	559	502
Lrrc61	107	77	50	83	80	38
Gm6787	2	3	5	9	0	2
Pax9	6	16	13	6	6	5
DQ707303	0	0	0	0	0	0
Bahcc1	161	142	192	115	244	209
Clptm1l	585	414	350	670	588	531
Nccrp1	3	4	15	5	1	9
Shbg	0	0	2	1	0	0
M30878	0	0	0	0	0	0
7420700N18Rik	0	0	5	0	0	2
DQ704553	0	0	0	0	0	0
Rbm20	21	11	33	13	19	34
AK185415	0	0	0	0	0	0
DQ718196	0	0	0	0	0	0
TRNA_Gln	0	0	0	0	0	0
Fnd3c2	0	2	0	1	1	2
Mptx1	0	0	0	0	0	3
DQ690425	0	0	0	0	0	0
Cyp17a1	0	2	7	0	0	1
AF357425	0	0	0	0	0	0
Gm11127	274	312	385	519	701	528
Slc3a1	1	3	2	3	9	2
Olfr1444	1	2	0	2	1	4
AK013935	14	5	5	3	6	9
Rrp1	362	244	275	320	306	306
DQ702609	0	0	0	0	0	0
Mark3	310	252	158	299	396	290
Cat	975	567	544	877	826	964
Spo11	0	1	16	4	3	4
DQ708450	0	0	0	0	0	0
Plscr2	78	45	59	101	82	91
3110009E18Rik	17	13	3	8	4	4
Mir7076	0	0	0	0	0	0
DQ684939	0	0	0	0	0	0
Tnfrsf21	170	99	162	359	348	250
Snx7	180	142	115	98	159	125
Mbtd1	215	151	132	174	283	244
Lsm6	143	65	102	72	109	77
Fam210a	227	189	218	175	265	252
Arl5c	75	76	77	235	89	95
AB341100	0	0	0	0	0	0
AK131746	1	4	3	3	4	4
KY468165	0	0	0	0	0	1
Cul9	184	103	48	123	198	171
Smbd1	0	1	0	2	2	1
Pts	53	73	49	48	46	45
Prkcb	1420	949	788	1274	854	743
AK038224	8	20	15	34	116	86
BC051226	1	4	0	9	6	9
Zfp180	129	141	134	124	166	96
AK019690	2	4	0	2	3	8
Snord1c	0	0	0	0	0	0
AK077353	3	6	0	0	0	0
Plcd4	3	2	2	2	2	9
Fbxo30	192	149	185	144	265	183
Bcl2l2	635	522	320	260	392	308
Supt16	644	667	538	633	622	489
Itpr1	794	498	559	1147	1850	1471
DQ686483	0	0	0	0	0	0
DQ718281	0	0	0	0	0	0
P2ry6	407	306	214	486	343	326
Zfp184	7	4	11	4	6	8
Xlr4a	0	1	0	10	6	6
DQ699808	0	0	0	0	0	0
Mir669a-2	0	0	0	0	0	0
Sytl2	187	146	181	104	200	141
Dtx2	128	73	56	181	97	124
Zkscan8	330	213	185	254	411	357
Methig1	0	0	0	2	1	0
Tfb2m	156	131	75	82	115	82
Slc6a9	51	53	43	57	119	119
Tm9sf2	416	261	239	622	849	526
Nkx6-2	2	5	12	12	8	7
Rhbdl1	15	8	13	15	20	22
AK035573	9	11	6	11	2	10
Lncenc1	2	7	18	7	2	5
Cytl1	32	57	19	18	36	34
Ddx19a	222	220	129	233	175	166
A230050P20Rik	137	111	132	232	355	333
Aifm1	70	86	43	86	80	45
Zfp944	49	21	32	45	44	30
Rtp4	631	505	398	1741	1090	1081
Slc35e3	169	167	164	119	127	96
Olfr94	5	3	1	0	1	4
Isoc2a	70	81	62	48	40	32
AK005387	0	24	25	47	29	20
Adam26b	9	10	2	0	1	0
Tspear	14	6	10	2	2	7
1600012P17Rik	0	6	0	2	1	2
Trove2	793	534	536	377	644	519
Rcn2	154	142	108	109	220	166
Gm6936	0	1	4	1	2	0
Tmprss12	0	1	1	1	1	1
Olfr1448	0	5	1	0	1	2
Slc37a2	110	69	72	236	143	124
Tpm3	3479	2357	1950	4328	3321	3181
1700093K21Rik	12	0	4	4	0	0
Prrt2	9	12	42	31	47	29
Itprip	94	96	97	300	328	263
Npnt	1696	1094	1485	1205	3434	2493
Gm32172	1	0	1	0	1	1
AK148282	5	16	2	1	5	6
AK134652	58	64	93	112	76	88
DQ717243	0	0	0	0	0	0
Large1	149	78	74	156	323	282
9130227L01Rik	1	3	2	0	4	4
DQ710350	0	0	0	0	0	0
LOC100041034	0	3	4	13	5	6
DQ704678	0	0	0	0	0	0
Grm7	4	14	10	3	1	2
Ccr8	16	2	5	6	0	2
Barx1	0	6	1	6	1	5
Cxcl1	84	87	74	93	109	107
Egr3	80	93	31	80	77	58
Taldo1	591	447	421	550	352	238
Mamstr	29	17	29	15	39	36
Bcr	645	397	466	613	782	775
DQ691146	0	0	0	0	0	0
Gpr119	0	17	6	1	3	3
Lpar5	23	14	9	44	18	13
Dapk3	120	86	116	168	181	113
AB341725	256	175	174	196	360	317
Mrpl12	223	139	157	187	137	111
Crnde	7	0	0	9	15	18
Phc3	889	553	651	872	1298	1149
Zbed4	210	163	186	292	245	249
DQ685293	0	0	0	0	0	0
DQ693642	0	0	0	0	0	0
DQ702276	0	0	0	0	0	0
Medag	287	121	135	82	60	65
Ssr4	199	131	125	251	197	160
FJ541111	0	0	0	0	0	0
Eif1	1823	1418	1161	1270	1100	961
Dcaf15	76	79	86	199	212	129
Gna15	115	54	68	91	53	55
Fbln2	43	65	43	66	49	37
