Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSCSAG00000005853	ANKRD2	ENSG00000165887	ANKRD2
ENSCSAG00000005852	SMG8	ENSG00000167447	SMG8
ENSCSAG00000005851	HOGA1	ENSG00000241935	HOGA1
ENSCSAG00000005850	PRR11	ENSG00000068489	PRR11
ENSCSAG00000005849	RBX1	ENSG00000100387	RBX1
ENSCSAG00000005848	PHKG2	ENSG00000156873	PHKG2
ENSCSAG00000005847	MORN4	ENSG00000171160	MORN4
ENSCSAG00000005846	EP300	ENSG00000100393	EP300
ENSCSAG00000005845	MTERF4	ENSG00000122085	MTERF4
ENSCSAG00000005844			
ENSCSAG00000005843	PASK	ENSG00000115687	PASK
ENSCSAG00000005842	PI4K2A	ENSG00000155252	PI4K2A
ENSCSAG00000005841			
ENSCSAG00000005840	AVPI1	ENSG00000119986	AVPI1
ENSCSAG00000005839	L3MBTL2	ENSG00000100395	L3MBTL2
ENSCSAG00000005838	SKA2	ENSG00000182628	SKA2
ENSCSAG00000005837	CCDC189	ENSG00000196118	CCDC189
ENSCSAG00000005836	CHADL	ENSG00000100399	CHADL
ENSCSAG00000005835	TRIM37	ENSG00000108395	TRIM37
ENSCSAG00000005834	ANKRD33	ENSG00000167612	ANKRD33
ENSCSAG00000005833	FNBP4	ENSG00000109920	FNBP4
ENSCSAG00000005832	ACVRL1	ENSG00000139567	ACVRL1
ENSCSAG00000005831	RNF40	ENSG00000103549	RNF40
ENSCSAG00000005830	RANGAP1	ENSG00000100401	RANGAP1
ENSCSAG00000005829	ACVR1B	ENSG00000135503	ACVR1B
ENSCSAG00000005828	PPM1E	ENSG00000175175	PPM1E
ENSCSAG00000005827	ZFYVE27	ENSG00000155256	ZFYVE27
ENSCSAG00000005826	TAMALIN	ENSG00000161835	TAMALIN
ENSCSAG00000005825	ZNF629	ENSG00000102870	ZNF629
ENSCSAG00000005824	ZC3H7B	ENSG00000100403	ZC3H7B
ENSCSAG00000005823			
ENSCSAG00000005822	NR4A1	ENSG00000123358	NR4A1
ENSCSAG00000005821	SFRP5	ENSG00000120057	SFRP5
ENSCSAG00000005820	GOLGA7B	ENSG00000155265	GOLGA7B
ENSCSAG00000005819	ATG101	ENSG00000123395	ATG101
ENSCSAG00000005818	BCL7C	ENSG00000099385	BCL7C
ENSCSAG00000005817	CRTAC1	ENSG00000095713	CRTAC1
ENSCSAG00000005816	TEF	ENSG00000167074	TEF
ENSCSAG00000005815	ANO7	ENSG00000146205	ANO7
ENSCSAG00000005814	RAD51C	ENSG00000108384	RAD51C
ENSCSAG00000005813	KRT80	ENSG00000167767	KRT80
ENSCSAG00000005812	AGBL2	ENSG00000165923	AGBL2
ENSCSAG00000005811	PHF5A	ENSG00000100410	PHF5A
ENSCSAG00000005810	CTF1	ENSG00000150281	CTF1
ENSCSAG00000005809			
ENSCSAG00000005808	R3HCC1L	ENSG00000166024	R3HCC1L
ENSCSAG00000005807	ACO2	ENSG00000100412	ACO2
ENSCSAG00000005806	FBXL19	ENSG00000099364	FBXL19
ENSCSAG00000005805	FAM180B	ENSG00000196666	FAM180B
ENSCSAG00000005804		ENSG00000127837	AAMP
ENSCSAG00000005803			
ENSCSAG00000005802	NDUFS3	ENSG00000213619	NDUFS3
ENSCSAG00000005801	LOXL4	ENSG00000138131	LOXL4
ENSCSAG00000005800	ORAI3	ENSG00000175938	ORAI3
ENSCSAG00000005799	KRT7	ENSG00000135480	KRT7
ENSCSAG00000005798	POLR3H	ENSG00000100413	POLR3H
ENSCSAG00000005797	KBTBD4	ENSG00000123444	KBTBD4
ENSCSAG00000005796			
ENSCSAG00000005795			
ENSCSAG00000005794	CSDC2	ENSG00000172346	CSDC2
ENSCSAG00000005793	CYP4F11	ENSG00000171903	CYP4F11
ENSCSAG00000005792	PMM1	ENSG00000100417	PMM1
ENSCSAG00000005791	SETD1A	ENSG00000099381	SETD1A
ENSCSAG00000005790	PYROXD2	ENSG00000119943	PYROXD2
ENSCSAG00000005789	PTPMT1	ENSG00000110536	PTPMT1
ENSCSAG00000005788	TEX14	ENSG00000121101	TEX14
ENSCSAG00000005787	DESI1	ENSG00000100418	DESI1
ENSCSAG00000005786	CELF1	ENSG00000149187	CELF1
ENSCSAG00000005785	TPM4	ENSG00000167460	TPM4
ENSCSAG00000005784	XRCC6	ENSG00000196419	XRCC6
ENSCSAG00000005783	RAB8A	ENSG00000167461	RAB8A
ENSCSAG00000005782	KRT81	ENSG00000205426	KRT81
ENSCSAG00000005781	HDLBP	ENSG00000115677	HDLBP
ENSCSAG00000005780	RAPSN	ENSG00000165917	RAPSN
ENSCSAG00000005779	PSMC3	ENSG00000165916	PSMC3
ENSCSAG00000005778	HSH2D	ENSG00000196684	HSH2D
ENSCSAG00000005777		ENSG00000108387	SEPTIN4
ENSCSAG00000005776		ENSG00000100138	SNU13
ENSCSAG00000005775			
ENSCSAG00000005774			
ENSCSAG00000005773	SEPTIN2	ENSG00000168385	SEPTIN2
ENSCSAG00000005772	CIB3	ENSG00000141977	CIB3
ENSCSAG00000005771	HSD3B7	ENSG00000099377	HSD3B7
ENSCSAG00000005770	MTMR4	ENSG00000108389	MTMR4
ENSCSAG00000005769	FAM32A	ENSG00000105058	FAM32A
ENSCSAG00000005768	HPS1	ENSG00000107521	HPS1
ENSCSAG00000005767	FARP2	ENSG00000006607	FARP2
ENSCSAG00000005766	AP1M1	ENSG00000072958	AP1M1
ENSCSAG00000005765		ENSG00000285897	
ENSCSAG00000005765		ENSG00000108375	RNF43
ENSCSAG00000005764	KLF2	ENSG00000127528	KLF2
ENSCSAG00000005763	MEI1	ENSG00000167077	MEI1
ENSCSAG00000005762	STK25	ENSG00000115694	STK25
ENSCSAG00000005761			
ENSCSAG00000005760	SLC39A13	ENSG00000165915	SLC39A13
ENSCSAG00000005759	EPS15L1	ENSG00000127527	EPS15L1
ENSCSAG00000005758	BOK	ENSG00000176720	BOK
ENSCSAG00000005757	SPI1	ENSG00000066336	SPI1
ENSCSAG00000005756	STX1B	ENSG00000099365	STX1B
ENSCSAG00000005755	THAP4	ENSG00000176946	THAP4
ENSCSAG00000005754	KRT83	ENSG00000170523	KRT83
ENSCSAG00000005753	ATG4B	ENSG00000168397	ATG4B
ENSCSAG00000005752	CALR3	ENSG00000269058	CALR3
ENSCSAG00000005751	DTYMK	ENSG00000168393	DTYMK
ENSCSAG00000005750	C19orf44	ENSG00000105072	C19orf44
ENSCSAG00000005749	ING5	ENSG00000168395	ING5
ENSCSAG00000005748	D2HGDH	ENSG00000180902	D2HGDH
ENSCSAG00000005747	TSPOAP1	ENSG00000005379	TSPOAP1
ENSCSAG00000005746	MYBPC3	ENSG00000134571	MYBPC3
ENSCSAG00000005745	GAL3ST2	ENSG00000154252	GAL3ST2
ENSCSAG00000005744	STX4	ENSG00000103496	STX4
ENSCSAG00000005743	KRT85	ENSG00000135443	KRT85
ENSCSAG00000005742	ZNF668	ENSG00000167394	ZNF668
ENSCSAG00000005741	NEU4	ENSG00000204099	NEU4
ENSCSAG00000005740	CHERP	ENSG00000085872	CHERP
ENSCSAG00000005739	KRT82	ENSG00000161850	KRT82
ENSCSAG00000005738	PRSS53	ENSG00000151006	PRSS53
ENSCSAG00000005737	CCDC134	ENSG00000100147	CCDC134
ENSCSAG00000005736	PDCD1	ENSG00000188389	PDCD1
ENSCSAG00000005735	VKORC1	ENSG00000167397	VKORC1
ENSCSAG00000005734	SREBF2	ENSG00000198911	SREBF2
ENSCSAG00000005733	KRT75	ENSG00000170454	KRT75
ENSCSAG00000005732	BCKDK	ENSG00000103507	BCKDK
ENSCSAG00000005731	KAT8	ENSG00000103510	KAT8
ENSCSAG00000005730		ENSG00000234965	SHISA8
ENSCSAG00000005729	TNFRSF13C	ENSG00000159958	TNFRSF13C
ENSCSAG00000005728	RTP5	ENSG00000188011	RTP5
ENSCSAG00000005727		ENSG00000172987	HPSE2
ENSCSAG00000005726	PRSS8	ENSG00000052344	PRSS8
ENSCSAG00000005725	CENPM	ENSG00000100162	CENPM
ENSCSAG00000005724		ENSG00000119946	CNNM1
ENSCSAG00000005723	FAM240C	ENSG00000216921	FAM240C
ENSCSAG00000005722		ENSG00000100167	SEPTIN3
ENSCSAG00000005721	GOT1	ENSG00000120053	GOT1
ENSCSAG00000005720	PRSS36	ENSG00000178226	PRSS36
ENSCSAG00000005719	NKX2-3	ENSG00000119919	NKX2-3
ENSCSAG00000005718			
ENSCSAG00000005717	SLC25A28	ENSG00000155287	SLC25A28
ENSCSAG00000005716		ENSG00000185479	KRT6B
ENSCSAG00000005716		ENSG00000170465	KRT6C
ENSCSAG00000005715	SLC35E1	ENSG00000127526	SLC35E1
ENSCSAG00000005714	ENTPD7	ENSG00000198018	ENTPD7
ENSCSAG00000005713	WBP2NL	ENSG00000183066	WBP2NL
ENSCSAG00000005712	COX15	ENSG00000014919	COX15
ENSCSAG00000005711	FUS	ENSG00000089280	FUS
ENSCSAG00000005710	NAGA	ENSG00000198951	NAGA
ENSCSAG00000005709	CUTC	ENSG00000119929	CUTC
ENSCSAG00000005708	PYCARD	ENSG00000103490	PYCARD
ENSCSAG00000005707		ENSG00000141979	
ENSCSAG00000005707		ENSG00000105085	MED26
ENSCSAG00000005706	SMDT1	ENSG00000183172	SMDT1
ENSCSAG00000005705	MADD	ENSG00000110514	MADD
ENSCSAG00000005704	TRIM72	ENSG00000177238	TRIM72
ENSCSAG00000005703	TMEM38A	ENSG00000072954	TMEM38A
ENSCSAG00000005702	NDUFA6	ENSG00000184983	NDUFA6
ENSCSAG00000005701	MPO	ENSG00000005381	MPO
ENSCSAG00000005700	NWD1	ENSG00000188039	NWD1
ENSCSAG00000005699	NR1H3	ENSG00000025434	NR1H3
ENSCSAG00000005698	ABCC2	ENSG00000023839	ABCC2
ENSCSAG00000005697	ACP2	ENSG00000134575	ACP2
ENSCSAG00000005696	ITGAM	ENSG00000169896	ITGAM
ENSCSAG00000005695		ENSG00000185479	KRT6B
ENSCSAG00000005695		ENSG00000170465	KRT6C
ENSCSAG00000005694	DDB2	ENSG00000134574	DDB2
ENSCSAG00000005693	PACSIN3	ENSG00000165912	PACSIN3
ENSCSAG00000005692	CYP2D6	ENSG00000100197	CYP2D6
ENSCSAG00000005692	CYP2D6	ENSG00000205702	CYP2D7
ENSCSAG00000005691	ARFGAP2	ENSG00000149182	ARFGAP2
ENSCSAG00000005690	SIN3B	ENSG00000127511	SIN3B
ENSCSAG00000005689	C11orf49	ENSG00000149179	C11orf49
ENSCSAG00000005688	LRP4	ENSG00000134569	LRP4
ENSCSAG00000005687	F2RL3	ENSG00000127533	F2RL3
ENSCSAG00000005686	CKAP5	ENSG00000175216	CKAP5
ENSCSAG00000005685	KRT5	ENSG00000186081	KRT5
ENSCSAG00000005684	F2	ENSG00000180210	F2
ENSCSAG00000005683	KRT71	ENSG00000139648	KRT71
ENSCSAG00000005682	CPAMD8	ENSG00000160111	CPAMD8
ENSCSAG00000005681	ZNF408	ENSG00000175213	ZNF408
ENSCSAG00000005680	ARHGAP1	ENSG00000175220	ARHGAP1
ENSCSAG00000005679	CYP2D8	ENSG00000100197	CYP2D6
ENSCSAG00000005679	CYP2D8	ENSG00000205702	CYP2D7
ENSCSAG00000005678	ATG13	ENSG00000175224	ATG13
ENSCSAG00000005677	KRT74	ENSG00000170484	KRT74
ENSCSAG00000005676	HARBI1	ENSG00000180423	HARBI1
ENSCSAG00000005675	AMBRA1	ENSG00000110497	AMBRA1
ENSCSAG00000005674	DNMBP	ENSG00000107554	DNMBP
ENSCSAG00000005673	HAUS8	ENSG00000131351	HAUS8
ENSCSAG00000005672	ITGAX	ENSG00000140678	ITGAX
ENSCSAG00000005671	TCF20	ENSG00000100207	TCF20
ENSCSAG00000005670	CPN1	ENSG00000120054	CPN1
ENSCSAG00000005669	NFAM1	ENSG00000235568	NFAM1
ENSCSAG00000005668		ENSG00000110492	MDK
ENSCSAG00000005667	ERLIN1	ENSG00000107566	ERLIN1
ENSCSAG00000005666	MYO9B	ENSG00000099331	MYO9B
ENSCSAG00000005665	KRT72	ENSG00000170486	KRT72
ENSCSAG00000005664	CHUK	ENSG00000213341	CHUK
ENSCSAG00000005663			
ENSCSAG00000005662	DGKZ	ENSG00000149091	DGKZ
ENSCSAG00000005661		ENSG00000183569	SERHL2
ENSCSAG00000005660	LPO	ENSG00000167419	LPO
ENSCSAG00000005659	USE1	ENSG00000053501	USE1
ENSCSAG00000005658	CREB3L1	ENSG00000157613	CREB3L1
ENSCSAG00000005657	RRP7A	ENSG00000189306	RRP7A
ENSCSAG00000005656	CWF19L1	ENSG00000095485	CWF19L1
ENSCSAG00000005655	KRT73	ENSG00000186049	KRT73
ENSCSAG00000005654	POLDIP3	ENSG00000100227	POLDIP3
ENSCSAG00000005653	PHF21A	ENSG00000135365	PHF21A
ENSCSAG00000005652	OCEL1	ENSG00000099330	OCEL1
ENSCSAG00000005651	NR2F6	ENSG00000160113	NR2F6
ENSCSAG00000005650	USHBP1	ENSG00000130307	USHBP1
ENSCSAG00000005649	CYB5R3	ENSG00000100243	CYB5R3
ENSCSAG00000005648	LARGE2	ENSG00000165905	LARGE2
ENSCSAG00000005647	MKS1	ENSG00000011143	MKS1
ENSCSAG00000005646	KRT2	ENSG00000172867	KRT2
ENSCSAG00000005645		ENSG00000269307	
ENSCSAG00000005645		ENSG00000105393	BABAM1
ENSCSAG00000005644	EPX	ENSG00000121053	EPX
ENSCSAG00000005643	DYNLL2	ENSG00000264364	DYNLL2
ENSCSAG00000005642	SRSF1	ENSG00000136450	SRSF1
ENSCSAG00000005641	KRT1	ENSG00000167768	KRT1
ENSCSAG00000005640	ANKLE1	ENSG00000160117	ANKLE1
ENSCSAG00000005639	BLOC1S2	ENSG00000196072	BLOC1S2
ENSCSAG00000005638			
ENSCSAG00000005637	PEX16	ENSG00000121680	PEX16
ENSCSAG00000005636	ARFGAP3	ENSG00000242247	ARFGAP3
ENSCSAG00000005635	MRPS23	ENSG00000181610	MRPS23
ENSCSAG00000005634	KRT77	ENSG00000189182	KRT77
ENSCSAG00000005633	MSI2	ENSG00000153944	MSI2
ENSCSAG00000005632	MAPK8IP1	ENSG00000121653	MAPK8IP1
ENSCSAG00000005631	ABHD8	ENSG00000127220	ABHD8
ENSCSAG00000005630			
ENSCSAG00000005629	PKD2L1	ENSG00000107593	PKD2L1
ENSCSAG00000005628	AKAP1	ENSG00000121057	AKAP1
ENSCSAG00000005627	C11orf94	ENSG00000234776	C11orf94
ENSCSAG00000005626	MRPL34	ENSG00000130312	MRPL34
ENSCSAG00000005625	PACSIN2	ENSG00000100266	PACSIN2
ENSCSAG00000005624	DDA1	ENSG00000130311	DDA1
ENSCSAG00000005623		ENSG00000156886	ITGAD
ENSCSAG00000005622	KRT76	ENSG00000185069	KRT76
ENSCSAG00000005621	TTLL1	ENSG00000100271	TTLL1
ENSCSAG00000005620	COX6A2	ENSG00000156885	COX6A2
ENSCSAG00000005619	SCPEP1	ENSG00000121064	SCPEP1
ENSCSAG00000005618	BIK	ENSG00000100290	BIK
ENSCSAG00000005617	ARMC5	ENSG00000140691	ARMC5
ENSCSAG00000005616	ANO8	ENSG00000074855	ANO8
ENSCSAG00000005615	CRY2	ENSG00000121671	CRY2
ENSCSAG00000005614	SLC5A2	ENSG00000140675	SLC5A2
ENSCSAG00000005613	MCAT	ENSG00000100294	MCAT
ENSCSAG00000005612	TSPO	ENSG00000100300	TSPO
ENSCSAG00000005611	SCD	ENSG00000099194	SCD
ENSCSAG00000005610	RUSF1	ENSG00000140688	RUSF1
ENSCSAG00000005609	KRT3	ENSG00000186442	KRT3
ENSCSAG00000005608	TTLL12	ENSG00000100304	TTLL12
ENSCSAG00000005607	WNT8B	ENSG00000075290	WNT8B
ENSCSAG00000005606	AHSP	ENSG00000169877	AHSP
ENSCSAG00000005605	PLVAP	ENSG00000130300	PLVAP
ENSCSAG00000005604	COIL	ENSG00000121058	COIL
ENSCSAG00000005603		ENSG00000135747	ZNF670-ZNF695
ENSCSAG00000005603		ENSG00000197302	ZNF720
ENSCSAG00000005602	SCUBE1	ENSG00000159307	SCUBE1
ENSCSAG00000005601	BST2	ENSG00000130303	BST2
ENSCSAG00000005600	ZNF267	ENSG00000185947	ZNF267
ENSCSAG00000005599	MVB12A	ENSG00000141971	MVB12A
ENSCSAG00000005598			
ENSCSAG00000005597	SLC35C1	ENSG00000181830	SLC35C1
ENSCSAG00000005596	SYT13	ENSG00000019505	SYT13
ENSCSAG00000005595		ENSG00000188051	TMEM221
ENSCSAG00000005595		ENSG00000269035	
ENSCSAG00000005594	KRT79	ENSG00000185640	KRT79
ENSCSAG00000005593		ENSG00000019485	PRDM11
ENSCSAG00000005592	NXNL1	ENSG00000171773	NXNL1
ENSCSAG00000005591	TRIM25	ENSG00000121060	TRIM25
ENSCSAG00000005590	TP53I11	ENSG00000175274	TP53I11
ENSCSAG00000005589			
ENSCSAG00000005588	KRT78	ENSG00000170423	KRT78
ENSCSAG00000005587	DGKE	ENSG00000153933	DGKE
ENSCSAG00000005586			
ENSCSAG00000005585	C17orf67	ENSG00000214226	C17orf67
ENSCSAG00000005584	TSPAN18	ENSG00000157570	TSPAN18
ENSCSAG00000005583	SEC31B	ENSG00000075826	SEC31B
ENSCSAG00000005582			
ENSCSAG00000005581		ENSG00000111057	KRT18
ENSCSAG00000005580	ANKFN1	ENSG00000153930	ANKFN1
ENSCSAG00000005579	SLC27A1	ENSG00000130304	SLC27A1
ENSCSAG00000005578			
ENSCSAG00000005577	CD82	ENSG00000085117	CD82
ENSCSAG00000005576	EFCAB6	ENSG00000186976	EFCAB6
ENSCSAG00000005575			
ENSCSAG00000005574		ENSG00000063046	EIF4B
ENSCSAG00000005573	SHCBP1	ENSG00000171241	SHCBP1
ENSCSAG00000005572		ENSG00000255339	
ENSCSAG00000005571	VPS35	ENSG00000069329	VPS35
ENSCSAG00000005570	HIF1AN	ENSG00000166135	HIF1AN
ENSCSAG00000005569	ALX4	ENSG00000052850	ALX4
ENSCSAG00000005568	PAX2	ENSG00000075891	PAX2
ENSCSAG00000005567	PCTP	ENSG00000141179	PCTP
ENSCSAG00000005566	SLF2	ENSG00000119906	SLF2
ENSCSAG00000005565	ORC6	ENSG00000091651	ORC6
ENSCSAG00000005564	PGLS	ENSG00000130313	PGLS
ENSCSAG00000005563	EXT2	ENSG00000151348	EXT2
ENSCSAG00000005562	COLGALT1	ENSG00000130309	COLGALT1
ENSCSAG00000005561	TNS2	ENSG00000111077	TNS2
ENSCSAG00000005560	SEMA4G	ENSG00000095539	SEMA4G
ENSCSAG00000005559	MMD	ENSG00000108960	MMD
ENSCSAG00000005558	MRPL43	ENSG00000055950	MRPL43
ENSCSAG00000005557	HLF	ENSG00000108924	HLF
ENSCSAG00000005556	MYLK3	ENSG00000140795	MYLK3
ENSCSAG00000005555	SPRYD3	ENSG00000167778	SPRYD3
ENSCSAG00000005554	IGFBP6	ENSG00000167779	IGFBP6
ENSCSAG00000005553	C16orf87	ENSG00000155330	C16orf87
ENSCSAG00000005552	ACCS	ENSG00000110455	ACCS
ENSCSAG00000005551	GPT2	ENSG00000166123	GPT2
ENSCSAG00000005550	STXBP4	ENSG00000166263	STXBP4
ENSCSAG00000005549	SOAT2	ENSG00000167780	SOAT2
ENSCSAG00000005548	TWNK	ENSG00000107815	TWNK
ENSCSAG00000005547		ENSG00000069345	DNAJA2
ENSCSAG00000005546	ACCSL	ENSG00000205126	ACCSL
ENSCSAG00000005545	LZTS2	ENSG00000107816	LZTS2
ENSCSAG00000005544		ENSG00000186862	PDZD7
ENSCSAG00000005543	UNC13A	ENSG00000130477	UNC13A
ENSCSAG00000005542	SFXN3	ENSG00000107819	SFXN3
ENSCSAG00000005541		ENSG00000187479	C11orf96
ENSCSAG00000005540	KAZALD1	ENSG00000107821	KAZALD1
ENSCSAG00000005539	ALKBH3	ENSG00000166199	ALKBH3
ENSCSAG00000005538	CSAD	ENSG00000139631	CSAD
ENSCSAG00000005537	NETO2	ENSG00000171208	NETO2
ENSCSAG00000005536	COX11	ENSG00000166260	COX11
ENSCSAG00000005535	TLX1	ENSG00000107807	TLX1
ENSCSAG00000005534	HSD17B12	ENSG00000149084	HSD17B12
ENSCSAG00000005533	ZNF740	ENSG00000139651	ZNF740
ENSCSAG00000005532	LBX1	ENSG00000138136	LBX1
ENSCSAG00000005531	TOM1L1	ENSG00000141198	TOM1L1
ENSCSAG00000005530			
ENSCSAG00000005529	ITGB7	ENSG00000139626	ITGB7
ENSCSAG00000005528	BTRC	ENSG00000166167	BTRC
ENSCSAG00000005527			
ENSCSAG00000005526	TTC17	ENSG00000052841	TTC17
ENSCSAG00000005525	RARG	ENSG00000172819	RARG
ENSCSAG00000005524	CA10	ENSG00000154975	CA10
ENSCSAG00000005523	POLL	ENSG00000166169	POLL
ENSCSAG00000005522	ITFG1	ENSG00000129636	ITFG1
ENSCSAG00000005521	UTP18	ENSG00000011260	UTP18
ENSCSAG00000005520	ESPL1	ENSG00000135476	ESPL1
ENSCSAG00000005519	DPCD	ENSG00000166171	DPCD
ENSCSAG00000005518	SULT4A1	ENSG00000130540	SULT4A1
ENSCSAG00000005517	MBTD1	ENSG00000011258	MBTD1
ENSCSAG00000005516	PHKB	ENSG00000102893	PHKB
ENSCSAG00000005515	FBXW4	ENSG00000107829	FBXW4
ENSCSAG00000005514	NME2	ENSG00000243678	NME2
ENSCSAG00000005513	PNPLA5	ENSG00000100341	PNPLA5
ENSCSAG00000005512	FGF8	ENSG00000107831	FGF8
ENSCSAG00000005511	MYG1	ENSG00000139637	MYG1
ENSCSAG00000005510	NME1	ENSG00000239672	NME1
ENSCSAG00000005509	NPM3	ENSG00000107833	NPM3
ENSCSAG00000005508	SPAG9	ENSG00000008294	SPAG9
ENSCSAG00000005507	OGA	ENSG00000198408	OGA
ENSCSAG00000005506	API5	ENSG00000166181	API5
ENSCSAG00000005505	WFIKKN2	ENSG00000173714	WFIKKN2
ENSCSAG00000005504	PNPLA3	ENSG00000100344	PNPLA3
ENSCSAG00000005503	MAP1S	ENSG00000130479	MAP1S
ENSCSAG00000005502	PFDN5	ENSG00000123349	PFDN5
ENSCSAG00000005501	KCNIP2	ENSG00000120049	KCNIP2
ENSCSAG00000005500	SAMM50	ENSG00000100347	SAMM50
ENSCSAG00000005499		ENSG00000094914	AAAS
ENSCSAG00000005498	SP1	ENSG00000185591	SP1
ENSCSAG00000005497	ABCC12	ENSG00000140798	ABCC12
ENSCSAG00000005496	FCHO1	ENSG00000130475	FCHO1
ENSCSAG00000005495			
ENSCSAG00000005494		ENSG00000132912	DCTN4
ENSCSAG00000005493	PARVB	ENSG00000188677	PARVB
ENSCSAG00000005492	IFTAP	ENSG00000166352	IFTAP
ENSCSAG00000005491	ARMH3	ENSG00000120029	ARMH3
ENSCSAG00000005490			
ENSCSAG00000005489	RAG1	ENSG00000166349	RAG1
ENSCSAG00000005488	ANKRD40CL	ENSG00000167117	ANKRD40CL
ENSCSAG00000005487			
ENSCSAG00000005486	TRAF6	ENSG00000175104	TRAF6
ENSCSAG00000005485	LUC7L3	ENSG00000108848	LUC7L3
ENSCSAG00000005484	ANKRD40	ENSG00000154945	ANKRD40
ENSCSAG00000005483			
ENSCSAG00000005482	B3GNT3	ENSG00000179913	B3GNT3
ENSCSAG00000005481	ABCC3	ENSG00000108846	ABCC3
ENSCSAG00000005480	INSL3	ENSG00000248099	INSL3
ENSCSAG00000005479			
ENSCSAG00000005478	PRR5L	ENSG00000135362	PRR5L
ENSCSAG00000005477	COMMD9	ENSG00000110442	COMMD9
ENSCSAG00000005476	JAK3	ENSG00000105639	JAK3
ENSCSAG00000005475			
ENSCSAG00000005474	LDB1	ENSG00000198728	LDB1
ENSCSAG00000005473			
ENSCSAG00000005472	LDLRAD3	ENSG00000179241	LDLRAD3
ENSCSAG00000005471	PPRC1	ENSG00000148840	PPRC1
ENSCSAG00000005470	TRIM44	ENSG00000166326	TRIM44
ENSCSAG00000005469	CACNA1G	ENSG00000006283	CACNA1G
ENSCSAG00000005468			
ENSCSAG00000005467			
ENSCSAG00000005466			
ENSCSAG00000005465	NOLC1	ENSG00000166197	NOLC1
ENSCSAG00000005464		ENSG00000105641	SLC5A5
ENSCSAG00000005463	PAMR1	ENSG00000149090	PAMR1
ENSCSAG00000005462	CCDC124	ENSG00000007080	CCDC124
ENSCSAG00000005461			
ENSCSAG00000005460	ELOVL3	ENSG00000119915	ELOVL3
ENSCSAG00000005459			
ENSCSAG00000005458	KCNN1	ENSG00000105642	KCNN1
ENSCSAG00000005457			
ENSCSAG00000005456	PITX3	ENSG00000107859	PITX3
ENSCSAG00000005455			
ENSCSAG00000005454	ABCC11	ENSG00000121270	ABCC11
ENSCSAG00000005453			
ENSCSAG00000005452	SPATA20	ENSG00000006282	SPATA20
ENSCSAG00000005451			
ENSCSAG00000005450	GBF1	ENSG00000107862	GBF1
ENSCSAG00000005449			
ENSCSAG00000005448	EPN3	ENSG00000049283	EPN3
ENSCSAG00000005447			
ENSCSAG00000005446	ARRDC2	ENSG00000105643	ARRDC2
ENSCSAG00000005445			
ENSCSAG00000005444	MYCBPAP	ENSG00000136449	MYCBPAP
ENSCSAG00000005443			
ENSCSAG00000005442	NFKB2	ENSG00000077150	NFKB2
ENSCSAG00000005441			
ENSCSAG00000005440			
ENSCSAG00000005439	IL12RB1	ENSG00000096996	IL12RB1
ENSCSAG00000005438	PSD	ENSG00000059915	PSD
ENSCSAG00000005437	SLC1A2	ENSG00000110436	SLC1A2
ENSCSAG00000005436		ENSG00000139675	HNRNPA1L2
ENSCSAG00000005435	PARVG	ENSG00000138964	PARVG
ENSCSAG00000005434	CUEDC2	ENSG00000107874	CUEDC2
ENSCSAG00000005433	CD44	ENSG00000026508	CD44
ENSCSAG00000005432	FBXL15	ENSG00000107872	FBXL15
ENSCSAG00000005431	PDHX	ENSG00000110435	PDHX
ENSCSAG00000005430	MAST3	ENSG00000099308	MAST3
ENSCSAG00000005429	RSAD1	ENSG00000136444	RSAD1
ENSCSAG00000005428	MFSD13A	ENSG00000138111	MFSD13A
ENSCSAG00000005427			
ENSCSAG00000005426	APIP	ENSG00000149089	APIP
ENSCSAG00000005425	LONP2	ENSG00000102910	LONP2
ENSCSAG00000005424	EHF	ENSG00000135373	EHF
ENSCSAG00000005423	ELF5	ENSG00000135374	ELF5
ENSCSAG00000005422	SIAH1	ENSG00000196470	SIAH1
ENSCSAG00000005421			
ENSCSAG00000005420	ACSF2	ENSG00000167107	ACSF2
ENSCSAG00000005419	ACTR1A	ENSG00000138107	ACTR1A
ENSCSAG00000005418	CAT	ENSG00000121691	CAT
ENSCSAG00000005417	N4BP1	ENSG00000102921	N4BP1
ENSCSAG00000005416	SUFU	ENSG00000107882	SUFU
ENSCSAG00000005415	CBLN1	ENSG00000102924	CBLN1
ENSCSAG00000005414	CHAD	ENSG00000136457	CHAD
ENSCSAG00000005413		ENSG00000105647	PIK3R2
ENSCSAG00000005413		ENSG00000268173	
ENSCSAG00000005412	LRRC59	ENSG00000108829	LRRC59
ENSCSAG00000005411	TRIM8	ENSG00000171206	TRIM8
ENSCSAG00000005410	C16orf78	ENSG00000166152	C16orf78
ENSCSAG00000005409	SHISAL1	ENSG00000138944	SHISAL1
ENSCSAG00000005408	ARL3	ENSG00000138175	ARL3
ENSCSAG00000005407			
ENSCSAG00000005406	ABTB2	ENSG00000166016	ABTB2
ENSCSAG00000005405	ZNF423	ENSG00000102935	ZNF423
ENSCSAG00000005404	EME1	ENSG00000154920	EME1
ENSCSAG00000005403	SFXN2	ENSG00000156398	SFXN2
ENSCSAG00000005402			
ENSCSAG00000005401			
ENSCSAG00000005400	CNEP1R1	ENSG00000205423	CNEP1R1
