Gene	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
C19orf18	0.0	1.84	0.84	1.09	4.49	0.66
TWISTNB	23.34	13.16	18.74	24.98	23.26	17.05
LOC100132832	1.76	1.25	1.95	2.43	1.47	1.66
AX747192	1.66	1.71	1.49	1.28	0.94	1.39
GRXCR2	0.0	0.0	0.0	0.0	0.0	0.0
DQ588143	0.0	0.0	0.0	0.0	0.0	0.0
PSMD2	384.79	345.84	368.62	251.8	226.84	189.46
INSIG1	92.61	71.21	81.19	75.34	95.56	66.89
KIAA1211L	5.78	5.18	5.32	5.91	8.31	6.85
SMAD5-AS1	0.12	0.0	0.5	0.0	0.0	0.09
SNORD115-24	0.0	0.0	0.0	0.0	0.0	0.0
DMRTA1	1.96	2.52	3.26	2.96	3.3	2.24
DQ588058	0.0	0.0	0.0	0.0	0.0	0.0
BLOC1S1	168.01	183.2	178.18	83.21	79.2	76.7
ANKRD20A19P	0.0	0.0	0.01	0.02	0.04	0.01
BC019904	0.0	0.07	0.14	0.07	0.0	0.17
STARD7	56.45	43.04	58.44	36.14	32.79	29.08
OR2T8	0.0	0.0	0.0	0.0	0.0	0.0
IGHG1	0.0	0.04	0.0	0.0	0.0	0.06
XRCC1	42.61	41.88	47.8	35.73	36.66	29.61
SH3PXD2B	8.68	6.32	8.64	16.39	14.48	12.63
PCMT1	100.25	90.11	100.82	90.97	89.18	74.59
CENPH	43.63	29.7	34.6	40.13	68.78	30.68
PP12613	0.0	0.0	0.0	0.0	0.0	0.0
TIE1	0.0	0.0	0.0	0.0	0.0	0.0
SHKBP1	76.23	87.83	94.69	65.53	55.28	62.22
RNF114	40.74	34.11	38.89	58.73	53.36	43.59
LOC100130987	0.81	1.74	1.44	0.53	2.21	1.13
DENND6A	7.26	4.09	5.86	9.32	8.81	7.03
MIR4774	0.0	0.0	0.0	0.0	0.0	0.0
PARP3	7.29	6.29	7.14	11.79	12.8	10.54
LOC440900	0.27	0.54	0.07	0.26	0.24	0.28
IPO8	13.47	8.3	11.77	10.23	12.16	6.83
PPP3CC	8.99	5.49	7.5	10.55	12.01	7.24
BC043254	0.0	0.0	0.0	0.0	0.0	0.0
ELOVL1	187.22	187.96	195.03	194.9	166.26	162.07
U2AF2	92.71	97.9	109.89	69.59	62.21	62.22
DQ574757	0.0	0.0	0.0	0.0	0.0	0.0
KIN	6.5	7.14	6.01	11.64	16.09	9.3
BMP10	0.0	0.0	0.0	0.0	0.0	0.0
PTPRT	0.0	0.0	0.0	0.0	0.0	0.0
OR10W1	0.0	0.0	0.0	0.0	0.0	0.0
CKM	0.38	0.0	0.06	0.06	0.0	0.05
CHRNA10	1.07	1.43	1.53	0.96	1.26	0.86
FKSG51	9.29	4.25	4.93	8.6	8.56	7.67
RAC3	9.58	8.81	6.99	4.28	4.16	5.71
BC043213	0.0	0.11	0.04	0.1	0.0	0.08
CCDC153	0.51	0.51	0.37	0.0	0.46	0.19
DL491652	875.71	435.93	631.52	520.91	0.0	208.79
DNAJC17	6.11	6.52	8.04	12.83	7.53	8.04
TBL3	49.35	60.74	59.05	23.1	24.92	24.81
GAGE2C	0.0	0.0	0.08	0.0	0.0	0.0
ASB9	19.02	18.97	20.68	7.68	8.82	7.23
OR4Q3	0.0	0.0	0.0	0.0	0.0	0.0
LOC339666	0.27	0.0	0.0	0.33	0.12	0.15
ZNF816	7.73	4.32	6.21	10.57	11.01	7.05
PLXNA3	7.2	7.04	8.67	8.39	6.75	6.9
DYNC1H1	32.7	27.77	39.02	41.2	35.79	31.7
MTMR9LP	0.97	1.7	1.48	1.24	0.27	1.17
LOC100996455	0.0	0.0	0.02	0.08	0.0	0.07
GREM2	0.0	0.0	0.0	0.0	0.0	0.0
SLC35E2	3.26	3.48	4.93	4.94	3.46	3.64
TAF7L	0.1	0.0	0.02	0.05	0.0	0.11
GGTLC1	0.0	0.0	0.05	0.0	0.0	0.18
HTRA4	0.29	0.05	0.26	0.24	0.0	0.31
C1orf64	0.0	0.0	0.0	0.0	0.0	0.0
KCNJ6	0.0	0.0	0.0	0.15	0.19	0.0
VN1R1	0.27	0.4	0.49	0.66	0.73	0.77
DQ585554	0.0	0.0	0.0	0.0	0.0	0.0
ETNK1	16.55	14.32	22.57	18.02	23.54	16.1
DQ600156	0.0	0.0	0.0	0.0	0.0	0.0
CYSTM1	436.35	401.53	450.47	380.27	356.73	322.4
ALOX15P1	0.0	0.0	0.09	0.0	0.33	0.14
GABPB2	4.45	2.91	5.51	5.25	5.28	4.79
MBD3L1	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB12	14.38	19.04	20.29	15.01	16.56	16.51
L07266	0.0	0.0	0.0	0.0	0.0	0.0
AK096622	0.0	0.0	0.0	0.0	0.0	0.0
LOC730227	0.0	0.04	0.02	0.0	0.07	0.09
RCVRN	0.0	0.0	0.0	0.0	0.0	0.0
TUBD1	3.81	3.91	4.06	4.51	4.33	3.44
KIAA1359	36.99	30.63	38.42	47.62	50.52	38.78
ATP5E	2777.13	2978.7	2749.56	1875.22	1944.86	1497.31
OR52J3	0.0	0.0	0.0	0.0	0.0	0.0
JA429801	0.0	0.0	0.0	0.0	0.0	0.0
BC022468	0.84	0.8	0.17	0.64	0.78	0.44
SV2A	0.0	0.01	0.13	0.2	0.08	0.07
LOC285033	1.44	1.31	1.09	1.24	0.95	0.72
PIP4K2C	42.93	39.25	44.05	45.69	39.2	34.45
GDAP2	6.0	2.71	4.45	4.25	5.19	4.37
REXO1L2P	0.0	0.0	0.0	0.0	0.0	0.0
LOC728606	0.08	0.0	0.0	0.0	0.35	0.04
SNHG10	8.38	6.84	4.66	3.94	6.15	4.67
MIR3661	0.0	0.0	0.0	94.62	0.0	0.0
MIR23B	0.52	1.29	1.63	1.27	0.94	0.39
DQ570500	0.0	0.0	0.0	0.0	0.0	0.0
ZNF157	0.0	0.0	0.0	0.0	0.0	0.0
Mir_350	0.0	0.0	0.0	0.0	0.0	0.0
FAM173A	66.06	82.05	61.5	12.96	24.25	20.53
DQ587623	0.0	0.0	0.0	0.0	0.0	0.0
DQ594666	0.0	0.0	0.0	0.0	0.0	0.0
CRTAC1	0.09	0.0	0.02	0.04	0.0	0.0
LOC339568	0.0	0.0	0.0	0.0	0.0	0.0
LMF2	60.65	85.04	82.58	47.6	47.66	45.11
TAS2R7	0.0	0.0	0.05	0.0	0.0	0.0
PAXBP1-AS1	0.73	0.84	0.72	1.33	1.55	0.78
HIF3A	0.16	0.02	0.04	0.07	0.0	0.05
YARS	56.51	50.86	54.22	139.98	123.43	98.69
HPX	0.0	0.13	0.22	0.0	0.0	0.2
YIF1B	93.79	99.96	95.71	75.23	58.92	61.69
LCA5L	1.23	1.24	1.23	1.38	2.01	1.04
CTNNA1	399.79	334.74	386.8	340.85	334.91	262.88
TLR8	0.0	0.0	0.0	0.0	0.0	0.0
SOWAHC	8.74	4.96	7.35	8.87	7.64	6.46
ACTB	3895.73	4085.8	4245.3	3437.38	3053.59	2751.25
LOC255654	0.0	0.0	0.0	0.0	0.0	0.0
DQ575504	0.35	0.7	0.45	0.21	0.43	0.66
TNFAIP1	29.9	23.11	27.71	44.55	42.07	36.56
SMG9	23.32	27.49	30.04	32.25	31.0	25.66
KDM2A	17.12	15.99	18.43	28.13	22.05	21.12
BC036830	0.0	0.0	0.0	0.0	0.0	0.0
FAM84B	57.86	39.89	61.5	109.93	109.02	87.73
AK128707	0.0	0.0	0.06	0.09	0.16	0.03
PSMA6	319.05	296.76	310.54	466.6	432.3	341.47
RAB3GAP1	23.7	17.36	21.04	36.32	35.84	27.6
PPP2R2B-IT1	0.0	0.0	0.0	0.0	0.0	0.0
Mir_361	0.0	0.0	0.0	0.0	0.0	0.0
TCEB3	13.46	12.79	14.67	15.22	15.75	12.91
CELF6	0.0	0.04	0.07	0.35	0.55	0.16
OR2T34	0.0	0.0	0.0	0.0	0.0	0.0
SPATA13	6.7	5.44	7.74	9.02	10.88	6.91
MIR196B	0.0	0.0	0.0	0.0	0.0	0.0
PIGQ	29.66	40.69	37.41	22.5	22.61	17.85
MIR1180	0.0	0.0	0.0	0.0	0.0	0.0
CXCR4	22.99	18.37	22.52	27.8	29.96	20.54
PRDM13	1.26	0.87	0.81	0.49	1.42	0.57
LOC100132077	0.76	0.47	1.88	1.34	1.14	0.86
DSTYK	3.11	2.22	3.21	4.07	4.17	3.14
TXN2	99.11	90.25	91.76	61.54	61.96	48.72
CT64	0.0	0.0	0.07	0.07	0.0	0.0
SMG6	3.9	3.35	3.94	6.15	6.45	3.99
PWP2	9.74	14.26	14.62	13.04	12.23	10.2
JA611291	0.0	0.0	0.0	0.0	0.0	0.0
LOC729737	6.9	10.74	10.87	12.61	11.87	9.37
TEX26-AS1	0.0	0.05	0.0	0.0	0.0	0.0
AX747879	0.0	0.1	0.0	0.18	0.0	0.0
COL18A1	71.15	77.83	75.7	59.13	64.52	54.32
AK093555	0.37	0.37	0.71	0.57	0.43	0.55
AK128777	0.13	0.07	0.13	0.26	0.3	0.23
TAF4	9.65	7.33	9.64	10.96	10.63	8.63
PRB3	0.0	0.0	0.0	0.0	0.0	0.0
LOC284837	0.22	0.35	0.21	0.32	0.55	0.43
DQ575652	0.0	0.0	0.0	0.0	0.0	0.0
MIR101-1	0.0	0.0	0.0	0.0	0.0	0.0
PTCH1	1.08	0.9	1.82	1.31	1.43	1.16
MIR1306	0.0	0.0	0.0	0.0	0.0	0.0
IGSF22	0.0	0.0	0.03	0.03	0.0	0.02
MIR4277	0.0	0.0	0.0	0.0	0.0	0.0
RANGRF	19.68	21.71	19.77	13.83	13.29	13.37
TSLP	0.17	0.17	0.14	0.33	0.77	0.16
LSM11	2.53	1.05	2.36	2.07	2.62	2.19
FAM169B	0.0	0.12	0.04	0.0	0.0	0.02
FSHR	0.0	0.0	0.0	0.0	0.0	0.0
DHRS9	13.73	18.19	18.32	32.38	43.38	29.16
MMP28	0.0	0.12	0.34	0.37	0.54	0.25
GTF2H2B	2.39	2.14	2.23	7.78	3.3	1.8
CDKL1	0.9	0.72	0.5	0.35	0.66	0.44
SDHB	92.12	103.85	104.47	80.54	73.62	58.71
MAP3K2	4.7	2.7	4.03	5.65	6.69	3.63
IGF2R	43.38	29.78	47.57	51.51	46.18	40.34
BX648695	0.49	0.22	0.21	0.21	0.53	0.06
FAIM2	0.0	0.0	0.0	0.0	0.0	0.0
SMEK1	18.19	13.62	15.77	25.17	30.07	19.34
ASH2L	44.54	44.09	48.95	52.99	49.71	37.3
GABARAPL1	65.05	59.09	64.58	96.57	96.45	72.04
PROCR	29.59	27.63	30.42	29.92	28.71	22.89
TMED5	25.55	12.05	19.67	17.42	19.35	10.87
KIAA1704	14.73	10.43	13.95	13.69	14.33	6.56
CLNS1A	99.44	87.49	88.65	106.7	98.14	78.09
KRT72	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R2A	24.09	16.1	20.43	55.53	62.37	40.4
SLU7	27.03	18.24	22.74	47.88	55.97	34.94
DOPEY2	1.84	1.34	1.89	3.79	3.58	2.38
DQ586570	0.0	0.0	0.0	0.0	0.0	0.0
AX747846	0.13	0.12	0.2	0.1	0.12	0.06
EMC1	18.49	16.69	22.59	15.86	15.46	13.26
CIRBP-AS1	0.32	0.24	0.38	0.7	1.29	0.36
ATG9B	0.49	0.84	0.54	1.39	1.14	1.16
SYNJ2-IT1	0.0	0.0	0.0	0.0	0.0	0.0
BC024306	0.0	0.25	0.0	0.0	0.0	0.06
CSRNP3	0.2	0.02	0.12	0.06	0.12	0.04
NUDT22	43.04	56.24	50.62	35.98	30.48	30.2
KC136302	0.0	0.0	0.0	0.0	0.0	0.0
LOC284412	0.0	0.04	0.0	0.05	0.08	0.1
LOC100129316	0.0	0.0	0.0	0.0	0.0	0.01
SLC17A9	16.21	17.43	18.11	14.5	14.91	13.46
NGFRAP1	292.44	314.82	293.28	191.63	193.73	150.46
AKT1	84.32	79.31	84.29	66.62	58.83	53.47
RECK	0.0	0.08	0.31	0.44	0.54	0.13
LOC644145	0.0	0.0	0.0	0.0	0.0	0.0
ARG1	0.0	0.0	0.0	0.0	0.0	0.0
HIGD2A	129.82	157.88	171.32	108.33	117.84	89.15
ZNF674-AS1	1.73	1.44	1.91	3.09	2.78	1.79
BV03S1J2.2	0.0	0.0	0.0	0.0	0.0	0.0
SULT1E1	0.25	0.23	0.3	0.63	0.11	0.36
ZNF805	1.03	0.94	1.0	2.31	2.45	2.45
CDH26	0.35	0.19	0.17	0.56	1.63	0.46
BC062737	4.2	1.03	1.9	2.29	1.32	1.19
FOXD4L3	0.89	0.29	0.4	0.0	0.0	0.0
LMTK2	6.58	5.31	8.52	12.11	10.94	9.73
DQ571907	0.0	0.0	0.0	0.0	0.0	0.0
PYGO2	25.5	26.27	29.4	32.65	30.71	27.35
OR1N1	0.0	0.0	0.0	0.0	0.0	0.0
RORB	0.0	0.0	0.1	0.19	0.06	0.06
CAPNS2	0.22	0.0	0.0	0.0	0.0	0.0
ODAM	157.89	124.96	142.49	212.53	219.16	173.93
SMIM10	2.06	1.71	2.64	1.48	2.74	0.79
CLSTN3	31.56	28.37	33.33	28.78	27.08	25.94
NRARP	12.32	13.18	13.13	10.51	14.39	8.33
LINC00661	0.0	0.19	0.09	0.09	0.17	0.07
GSG1L	0.0	0.0	0.01	0.0	0.0	0.0
TSTD2	3.66	3.44	4.32	6.89	4.57	4.01
OR5M3	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DOA	3.28	2.83	3.17	2.7	3.18	2.74
AA06	0.0	0.0	0.0	0.0	0.0	0.0
VCL	131.66	104.89	136.35	146.07	144.25	109.87
CISD1	38.28	38.87	36.05	31.05	32.27	23.71
LIG3	5.59	5.09	6.89	6.06	6.77	5.36
POGZ	12.78	10.45	13.21	24.68	24.6	20.68
MIR376C	0.0	0.0	0.0	0.0	0.0	0.0
CDY2A	0.0	0.0	0.0	0.0	0.0	0.0
DQ579129	0.0	0.0	0.0	0.0	0.0	0.0
BFSP1	1.0	0.88	0.88	0.88	0.85	0.69
PAQR4	48.22	59.8	57.19	42.47	36.21	34.9
BC007880	9.75	19.66	11.51	9.16	6.21	5.69
ZNF345	1.06	1.71	1.14	1.94	2.46	1.46
CFL1P1	0.0	0.05	0.05	0.05	0.09	0.0
DCD	0.0	0.0	0.0	0.0	0.0	0.0
ARL14EPL	0.38	0.57	1.3	2.98	0.69	1.73
PTHLH	1.32	1.16	1.09	1.8	2.49	1.27
TRIM24	11.61	9.33	12.22	12.98	15.73	9.91
SEC63	27.89	16.43	22.48	28.88	29.06	19.14
PCDHA8	0.08	0.27	0.1	0.09	0.54	0.11
MIR581	0.0	0.0	0.0	0.0	0.0	0.0
DEFA4	0.0	0.0	0.0	0.0	0.0	0.0
BPGM	37.83	25.12	31.98	83.81	68.19	54.57
CXorf27	0.0	0.0	0.0	0.0	0.0	0.0
CPLX2	0.04	0.04	0.01	0.04	0.08	0.0
RXRG	0.0	0.0	0.0	0.0	0.0	0.05
MRS2	44.04	37.49	50.4	27.47	29.09	21.25
AK124066	0.0	0.0	0.0	0.0	0.0	0.0
UBQLN3	0.0	0.0	0.0	0.0	0.0	0.0
BAIAP2L2	20.38	23.03	22.09	31.21	31.44	29.58
SCLY	15.15	14.0	14.5	10.52	5.07	8.38
OR8G1	0.0	0.0	0.0	0.0	0.0	0.0
Mir_342	0.0	0.0	0.0	0.0	0.0	0.0
SNORD11B	0.0	0.0	0.0	0.0	0.0	0.0
DENND2A	0.57	0.32	0.25	0.33	0.4	0.41
PGAM2	2.4	4.78	3.18	5.49	3.64	4.27
GK3P	0.24	0.16	0.27	0.06	0.1	0.08
SNX20	0.0	0.07	0.0	0.0	0.0	0.04
MIR5699	0.0	0.0	0.0	0.0	0.0	0.0
METTL10	6.92	5.42	7.31	4.83	4.72	4.92
CYP3A43	0.11	0.0	0.0	0.0	0.0	0.0
KLF7	4.96	3.99	5.72	9.63	9.22	7.63
NPRL3	19.41	20.93	21.03	16.45	17.43	13.75
ZNF761	4.34	3.2	4.91	6.52	4.47	3.79
ATP13A4	2.14	1.73	2.67	5.46	6.05	5.36
CDC42P3	0.34	0.06	0.0	0.22	0.1	0.0
OIP5-AS1	13.59	8.03	12.14	6.99	6.55	5.64
AK094561	0.0	0.0	0.0	0.0	0.0	0.0
NACA2	0.0	0.0	0.07	0.0	0.0	0.0
SLC50A1	116.66	123.75	117.22	149.94	159.18	125.6
AK125749	0.0	0.19	0.0	0.06	0.0	0.1
PTF1A	0.0	0.0	0.0	0.0	0.0	0.0
LOC284100	0.44	0.12	0.13	0.29	0.08	0.17
LINC00163	0.0	0.0	0.0	0.0	0.0	0.0
HP	0.0	0.0	0.03	0.0	0.0	0.0
CTBP2	29.8	23.44	32.06	43.9	41.23	34.06
BC030768	0.61	0.63	0.57	0.45	0.21	0.59
FOXN2	4.56	1.8	4.15	11.2	13.84	8.33
MRPL39	35.8	31.49	36.32	48.13	41.03	35.72
ZNF574	13.57	13.69	14.2	13.13	11.88	11.6
VPS33A	12.72	11.0	14.2	11.56	8.39	6.98
TCF4	0.05	0.05	0.08	0.17	0.07	0.14
LPL	0.0	0.03	0.04	0.03	0.0	0.04
HLA-DPB2	0.0	0.0	0.0	0.1	0.0	0.32
SDCCAG8	21.94	16.47	18.46	32.38	29.89	23.09
C16orf85	0.0	0.31	0.45	1.22	0.0	0.71
CERCAM	15.04	16.22	15.73	14.64	12.08	12.22
ATL3	33.5	35.64	41.42	74.9	65.91	53.14
LDLRAP1	5.92	7.01	7.59	5.19	5.55	4.9
ADORA1	0.36	0.15	0.82	0.11	0.14	0.14
FAM65A	14.39	16.41	16.99	30.32	23.21	24.0
SORBS2	4.92	3.7	6.05	7.22	8.68	6.03
SEMA6B	0.25	0.41	0.28	0.2	0.14	0.23
NETO2	59.44	42.28	54.98	26.34	30.47	20.43
DEFB129	0.0	0.0	0.0	0.0	0.0	0.0
TMEM189	38.31	40.94	41.88	39.05	38.64	31.93
BC038368	0.08	0.0	0.0	0.0	0.07	0.0
MIR4483	0.0	0.0	0.0	0.0	0.0	0.0
LIMD1	6.52	5.43	6.62	9.02	9.55	7.53
KLF4	6.69	6.11	6.99	54.63	53.58	42.06
SCMH1	7.27	7.31	8.36	7.52	8.95	6.67
CDC42EP5	17.18	29.16	20.21	30.87	42.87	37.18
DQ571485	0.0	0.0	0.0	0.0	0.0	0.0
C20orf203	0.0	0.0	0.0	0.0	0.0	0.0
GPR113	0.16	0.37	0.27	0.27	0.11	0.21
ARHGEF26-AS1	1.96	1.41	2.02	2.66	3.23	2.01
IRX5	2.67	1.54	1.78	2.22	2.84	2.68
GHDC	28.6	32.33	30.22	28.55	23.81	25.94
CARM1	26.59	27.17	27.13	28.45	26.3	22.46
DQ596042	0.0	0.0	0.0	0.0	0.0	0.0
CAPN9	0.0	0.0	0.14	0.0	0.0	0.03
DQ591664	0.0	0.0	0.0	0.0	0.0	0.0
LOC729444	0.0	0.1	0.27	0.09	0.04	0.19
RGS14	11.2	10.2	11.4	7.13	7.72	5.34
VASN	29.87	33.58	33.02	23.34	30.83	25.63
ADRA2B	0.12	0.06	0.06	0.12	0.0	0.07
AB074160	0.0	0.0	0.0	0.0	0.0	0.0
UBE2V1	143.64	123.91	134.39	127.74	120.29	92.19
CSDC2	0.0	0.0	0.02	0.04	0.15	0.0
SYN2	0.05	0.0	0.05	0.03	0.05	0.08
ANKRD13A	17.25	12.13	14.95	17.18	21.61	13.21
EPG5	2.65	2.15	3.68	3.8	3.38	3.04
MAD2L2	33.34	30.23	32.53	24.03	21.26	19.9
MIR663A	0.0	0.0	0.0	0.0	0.0	0.0
GSTT1	51.51	53.48	51.98	30.94	27.46	25.32
BC070093	5.22	4.43	6.42	8.61	5.3	5.31
AX747952	0.1	0.22	0.31	0.24	0.09	0.07
HNRNPM	161.64	152.9	158.54	93.59	95.49	72.09
DJ439574	0.0	0.0	0.0	0.0	0.0	0.0
ESPNL	0.06	0.11	0.19	0.13	0.15	0.1
RASSF8	3.04	1.66	2.08	2.16	2.47	2.01
CSAG1	0.0	0.0	0.0	0.0	0.37	0.14
CALM3	245.31	247.04	261.43	149.98	141.85	134.4
SRRM2	45.56	36.93	51.74	59.53	51.49	49.24
DEFB113	0.0	0.0	0.0	0.0	0.0	0.0
CDRT1	0.32	0.85	1.32	3.01	0.68	1.79
TSTA3	147.58	180.73	173.13	87.11	78.2	70.04
SEMA3B	17.79	25.28	21.08	20.27	22.95	19.35
TCEB3CL2	0.0	0.0	0.0	0.0	0.0	0.0
AK022382	0.69	0.54	0.73	0.77	0.8	0.38
LINC00158	0.0	0.0	0.0	0.15	0.28	0.12
ZBTB42	5.11	4.23	5.18	6.71	8.42	6.75
BC035112	0.0	0.0	0.0	0.0	0.0	0.0
CACYBP	174.27	141.79	148.08	73.54	82.66	56.95
MIR33B	0.0	0.0	0.0	0.0	0.0	0.0
SNAP23	18.8	11.27	15.52	18.35	16.29	12.5
ADAMTS1	1.71	1.21	1.74	3.63	2.63	2.34
GTF2IRD2	11.84	16.65	15.03	7.33	4.29	8.46
PCNX	2.97	2.98	3.51	4.59	6.14	3.64
SRPX	1.63	2.22	3.38	1.6	2.25	1.79
MIR548AR	0.0	0.0	0.0	0.0	0.0	0.0
BTNL9	0.59	0.88	1.0	0.68	0.16	0.29
RNF43	0.87	1.03	1.06	0.83	0.93	0.74
CDC14A	1.34	0.99	1.22	4.48	4.16	3.35
CBX3P2	0.15	0.44	0.4	0.36	0.54	0.4
NKAP	22.1	20.83	18.46	19.8	27.04	15.37
SLC35C1	12.72	12.22	13.74	11.12	11.41	10.43
MON1B	26.4	21.62	28.99	28.6	22.07	24.1
MYO6	43.43	21.25	37.38	51.67	51.71	33.39
BC006435	0.78	2.17	3.05	3.43	1.61	4.92
TTC9C	17.43	15.58	18.88	19.94	19.14	15.87
PCDHGB3	0.0	0.17	0.26	0.41	0.46	0.34
SLC31A1	14.34	12.1	14.84	17.05	13.89	12.95
COL6A4P2	0.0	0.0	0.0	0.03	0.0	0.01
CLUH	26.32	29.86	31.33	23.7	17.56	18.44
DQ576849	0.0	0.0	0.0	0.0	0.0	0.0
ERCC6	1.38	0.78	1.23	2.52	3.14	1.74
HERC2P9	3.1	1.65	2.62	2.06	1.94	1.43
E10222	10.09	21.6	0.0	2.81	22.98	0.0
PSG3	0.0	0.16	0.11	0.0	0.0	0.16
MEIG1	0.0	0.0	0.38	0.0	0.0	0.0
AX747090	1.19	1.1	0.73	0.87	0.78	0.79
SNORD114-16	0.0	0.0	0.0	0.0	0.0	0.0
C14orf178	1.37	0.0	1.14	1.32	0.0	1.26
MIR4660	0.0	0.0	0.0	0.0	0.0	0.0
OR52N1	0.0	0.0	0.0	0.0	0.0	0.0
GAB2	3.87	2.96	4.43	9.07	7.62	7.7
MIR450B	0.0	0.0	0.0	0.0	0.0	0.0
IL1RL2	0.42	0.58	0.33	0.57	0.76	0.32
AR	0.17	0.12	0.2	0.07	0.33	0.11
LINC00471	1.18	1.34	0.74	1.23	0.76	0.77
AX748157	0.0	0.0	0.0	0.04	0.0	0.0
AK309215	0.0	0.26	0.38	1.19	1.11	0.88
HLA-C	2747.49	3191.35	3109.44	3592.46	3401.71	2982.52
MIR183	0.0	0.0	0.0	0.0	0.0	0.0
CLDN14	0.34	0.26	0.47	0.35	0.97	0.5
ACSS1	1.48	0.92	1.05	1.02	0.73	0.73
BC047373	0.0	0.0	0.0	0.04	0.0	0.0
RANBP17	13.54	10.63	11.65	11.39	13.65	10.33
FBXW12	0.0	0.0	0.0	0.0	0.0	0.06
MIR668	0.0	0.0	0.0	0.0	0.0	0.0
AX746617	2.02	2.65	1.68	3.32	3.04	2.09
AK092380	0.0	0.03	0.07	0.31	0.31	0.22
REPS1	9.25	7.58	10.06	10.8	10.45	8.53
SNORD116-1	0.0	0.0	0.0	0.0	0.0	0.0
VPS28	105.45	132.91	130.3	97.08	106.56	94.02
BC171896	0.73	0.36	0.18	0.6	0.0	0.74
BC043537	0.0	0.0	0.0	0.0	0.0	0.0
FAM53C	20.36	15.78	22.34	23.84	25.86	21.04
DQ597703	0.0	0.0	0.0	0.0	0.0	0.0
PACSIN2	145.88	138.96	161.79	168.04	138.57	141.78
DQ594020	0.0	0.0	0.0	0.0	0.0	0.0
EXOC6B	4.21	1.93	4.39	5.0	5.58	3.59
IMPA1	5.82	2.41	4.77	8.07	9.36	5.68
OR2A14	0.0	0.0	0.0	0.0	0.0	0.0
AX746631	0.0	0.0	0.0	0.0	0.0	0.05
AL832007	0.15	0.15	0.09	0.16	0.1	0.14
MIR4492	0.0	0.0	0.0	0.0	0.0	0.0
MYH4	0.0	0.0	0.0	0.0	0.0	0.0
SNORD114-28	0.0	0.0	0.0	0.0	0.0	0.0
LOC440061	0.0	0.0	0.0	0.0	0.0	0.0
CHGA	0.13	0.05	0.0	0.06	0.12	0.19
DQ594059	0.0	0.0	0.0	0.0	0.0	0.0
WDPCP	1.15	0.6	0.8	0.9	1.41	0.51
GABRB1	0.34	0.0	0.14	0.2	0.17	0.34
DQ571917	0.0	0.0	0.0	0.0	0.0	0.0
BC040861	0.0	0.0	0.0	0.0	0.0	0.0
PPRC1	8.0	7.43	10.1	15.38	11.72	10.94
SMPX	0.24	0.0	0.1	0.12	0.0	0.18
HGC6.3	0.0	0.0	0.0	0.0	0.0	0.0
ACAD10	5.72	6.12	6.41	5.38	4.46	4.71
OR56A3	0.0	0.0	0.0	0.0	0.0	0.0
RPPH1	38.25	87.37	9.37	104.27	11.24	614.81
CACNA1C	0.0	0.0	0.01	0.03	0.04	0.01
ANKUB1	0.0	0.0	0.0	0.0	0.24	0.06
IGFL3	0.0	0.0	0.0	0.0	0.0	0.0
IL34	0.24	0.24	0.26	0.58	0.32	0.87
POP5	63.2	66.52	74.25	29.22	29.2	24.74
PODXL	4.19	4.28	5.44	7.85	6.58	6.38
OR1C1	0.0	0.0	0.0	0.0	0.0	0.0
ICA1	38.35	34.96	33.85	49.42	53.25	38.41
EMP1	110.76	81.67	109.96	135.81	123.1	96.87
YY1AP1	55.37	45.79	52.99	57.52	58.92	50.72
WIZ	14.0	13.68	14.66	14.44	16.08	12.74
MIR1238	0.0	0.0	0.0	0.0	0.0	0.0
NFATC2	2.36	2.0	2.8	6.44	6.69	5.61
C1orf228	0.62	0.19	1.15	0.97	1.47	1.23
DQ596274	18.91	43.24	40.75	21.98	26.42	14.48
LOC100130000	0.32	0.16	0.08	1.09	0.0	0.09
HOXD13	0.0	0.0	0.02	0.0	0.0	0.03
BMPR2	7.85	4.19	7.67	11.3	12.24	8.92
CAPN7	5.24	2.49	4.28	5.26	5.93	3.71
LOC400456	0.0	0.0	0.0	0.0	0.0	0.0
DDTL	4.24	5.06	5.76	3.48	3.19	3.2
YIPF6	21.46	13.51	18.63	19.53	21.58	14.08
CCDC113	1.73	1.35	1.88	2.67	2.33	2.34
LINC00612	0.0	0.14	0.05	0.09	0.08	0.04
SGTB	3.05	1.38	2.47	3.67	3.87	2.62
SRCIN1	7.76	6.63	7.97	6.11	6.92	6.8
AX721289	0.0	0.0	0.04	0.08	0.0	0.0
MCOLN1	10.24	11.05	10.3	5.23	6.14	6.23
HAT1	107.58	84.04	92.59	75.78	86.92	59.78
PICALM	99.16	62.87	81.71	185.29	157.07	121.65
C19orf80	0.0	0.0	0.0	0.0	0.0	0.0
OR13J1	0.96	0.0	0.0	0.0	0.0	0.0
DYDC2	0.0	0.0	0.03	0.09	0.0	0.05
PVT1	12.87	9.41	10.29	16.55	10.78	11.65
