gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Cell_Identity
MTHFD2	0.017076202	0.678977237	0.667	0.234	1.0	PLIN2+_Fibroblasts	Mesenchyme
CLMP	0.0043027740000000005	0.6788370140000001	0.667	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
LOXL1	0.110958686	0.677902696	0.667	0.012	1.0	PLIN2+_Fibroblasts	Mesenchyme
TPM4	0.050121363	0.6764096009999999	0.833	0.534	1.0	PLIN2+_Fibroblasts	Mesenchyme
LONRF2	0.000225228	0.6764096009999999	0.16699999999999998	0.016	1.0	PLIN2+_Fibroblasts	Mesenchyme
EGFL6	0.35322069	0.6754775479999999	0.333	0.01	1.0	PLIN2+_Fibroblasts	Mesenchyme
FMOD	0.11696507	0.674081095	0.667	0.014	1.0	PLIN2+_Fibroblasts	Mesenchyme
FRMD6	0.216699103	0.674081095	0.5	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL12	0.007234734	0.673883479	1.0	0.991	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAP1B	0.191436698	0.673086863	0.5	0.055	1.0	PLIN2+_Fibroblasts	Mesenchyme
GLTSCR2	0.006642528000000001	0.6720460890000001	1.0	0.645	1.0	PLIN2+_Fibroblasts	Mesenchyme
BNC2	0.039670006	0.67188176	0.833	0.018000000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
SNHG18	0.006913399000000001	0.670773205	0.667	0.086	1.0	PLIN2+_Fibroblasts	Mesenchyme
ITIH5	0.063008343	0.669903397	0.5	0.018000000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
VIM	0.214745703	0.666389105	1.0	0.8240000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
NENF	0.004336042	0.665553724	0.833	0.401	1.0	PLIN2+_Fibroblasts	Mesenchyme
CD63	0.006725909	0.664506484	1.0	0.947	1.0	PLIN2+_Fibroblasts	Mesenchyme
SULF1	0.280471326	0.6616306270000001	0.5	0.018000000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
MEIS1	0.056272802	0.6613550229999999	0.667	0.025	1.0	PLIN2+_Fibroblasts	Mesenchyme
TWIST2	0.001816513	0.661232556	0.5	0.029	1.0	PLIN2+_Fibroblasts	Mesenchyme
PXDN	0.17413417	0.661140716	0.833	0.021	1.0	PLIN2+_Fibroblasts	Mesenchyme
TSHZ2	0.16645149	0.6589696279999999	0.667	0.023	1.0	PLIN2+_Fibroblasts	Mesenchyme
MDK	0.255513745	0.658428681	0.833	0.09	1.0	PLIN2+_Fibroblasts	Mesenchyme
DYNC1H1	0.018511943	0.658338552	0.667	0.339	1.0	PLIN2+_Fibroblasts	Mesenchyme
C19orf48	6.01e-05	0.656889995	0.5	0.11	1.0	PLIN2+_Fibroblasts	Mesenchyme
CBLB	0.057672046	0.653807686	0.667	0.136	1.0	PLIN2+_Fibroblasts	Mesenchyme
LMCD1	0.210201516	0.6527903629999999	0.333	0.064	1.0	PLIN2+_Fibroblasts	Mesenchyme
HNRNPA1	0.001652191	0.651325875	1.0	0.932	1.0	PLIN2+_Fibroblasts	Mesenchyme
SRSF11	0.012461063	0.649644095	1.0	0.499	1.0	PLIN2+_Fibroblasts	Mesenchyme
SYF2	0.003354138	0.64738785	1.0	0.423	1.0	PLIN2+_Fibroblasts	Mesenchyme
VAT1	0.075706483	0.646851316	0.833	0.381	1.0	PLIN2+_Fibroblasts	Mesenchyme
DBN1	0.07893009299999999	0.6466745770000001	0.333	0.034	1.0	PLIN2+_Fibroblasts	Mesenchyme
KREMEN1	0.001825429	0.645980856	0.5	0.043	1.0	PLIN2+_Fibroblasts	Mesenchyme
ITGA5	0.050363424	0.6459722410000001	0.5	0.145	1.0	PLIN2+_Fibroblasts	Mesenchyme
HOXA5	0.095966087	0.645528687	0.5	0.034	1.0	PLIN2+_Fibroblasts	Mesenchyme
PGRMC1	0.034384425	0.645175961	0.833	0.293	1.0	PLIN2+_Fibroblasts	Mesenchyme
PLAC9	0.415152049	0.6451694170000001	0.5	0.045	1.0	PLIN2+_Fibroblasts	Mesenchyme
RSPO3	0.231984339	0.6439627520000001	0.5	0.028	1.0	PLIN2+_Fibroblasts	Mesenchyme
FOS	0.190602087	0.643401164	0.833	0.905	1.0	PLIN2+_Fibroblasts	Mesenchyme
FMO2	0.397759597	0.6424755329999999	0.5	0.048	1.0	PLIN2+_Fibroblasts	Mesenchyme
TNFRSF12A	0.13579998	0.6423348879999999	0.5	0.124	1.0	PLIN2+_Fibroblasts	Mesenchyme
NT5E	0.060203427	0.641918684	0.5	0.039	1.0	PLIN2+_Fibroblasts	Mesenchyme
PHLDB1	0.073485413	0.641408319	0.667	0.038	1.0	PLIN2+_Fibroblasts	Mesenchyme
SPRY1	0.090355024	0.6409196420000001	0.833	0.13699999999999998	1.0	PLIN2+_Fibroblasts	Mesenchyme
NEXN	0.14687582	0.634230825	0.333	0.038	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZFAS1	0.018469003	0.633897452	1.0	0.7709999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
PPP1R1B	0.029902182000000006	0.63363502	0.5	0.048	1.0	PLIN2+_Fibroblasts	Mesenchyme
TNXB	0.278295353	0.624445141	0.667	0.035	1.0	PLIN2+_Fibroblasts	Mesenchyme
RRBP1	0.02410925	0.623653919	0.833	0.324	1.0	PLIN2+_Fibroblasts	Mesenchyme
FBXO32	0.027660971	0.62317706	0.5	0.056	1.0	PLIN2+_Fibroblasts	Mesenchyme
CYP1B1	0.217114815	0.620937463	0.5	0.08199999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
MIR99AHG	0.017630216	0.6194705189999999	0.5	0.061	1.0	PLIN2+_Fibroblasts	Mesenchyme
AC013461.1	0.002104552	0.619283068	0.667	0.13699999999999998	1.0	PLIN2+_Fibroblasts	Mesenchyme
SRGAP1	0.008562283	0.6184140260000001	0.333	0.064	1.0	PLIN2+_Fibroblasts	Mesenchyme
CCND1	0.130166938	0.617890385	0.16699999999999998	0.141	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL13A	0.011703638	0.617249162	1.0	0.967	1.0	PLIN2+_Fibroblasts	Mesenchyme
UAP1	0.013208159	0.617063431	0.333	0.13	1.0	PLIN2+_Fibroblasts	Mesenchyme
ATF3	0.31256221300000003	0.615357224	0.833	0.425	1.0	PLIN2+_Fibroblasts	Mesenchyme
CPE	0.286010753	0.6147408010000001	0.667	0.075	1.0	PLIN2+_Fibroblasts	Mesenchyme
OAT	0.005963911999999999	0.612752336	0.667	0.203	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL37A	0.007430786999999999	0.6108584579999999	1.0	0.984	1.0	PLIN2+_Fibroblasts	Mesenchyme
DERL2	0.001406267	0.607789795	1.0	0.217	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPS8	0.009410649	0.607764919	1.0	0.997	1.0	PLIN2+_Fibroblasts	Mesenchyme
NPM1	0.00630005	0.606671486	1.0	0.938	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZNF503	0.024324583	0.606011812	0.667	0.133	1.0	PLIN2+_Fibroblasts	Mesenchyme
TNFRSF1A	0.024811241	0.605810485	0.833	0.34	1.0	PLIN2+_Fibroblasts	Mesenchyme
RAB13	0.0300172	0.605538599	1.0	0.443	1.0	PLIN2+_Fibroblasts	Mesenchyme
FXYD1	0.263624425	0.602987909	0.5	0.047	1.0	PLIN2+_Fibroblasts	Mesenchyme
ADAM33	0.293353225	0.6015631779999999	0.5	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
HAS1	0.495016083	0.600996998	0.667	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
TIPARP	0.041379134	0.600028943	0.667	0.24	1.0	PLIN2+_Fibroblasts	Mesenchyme
ECM2	0.209843404	0.598986505	0.333	0.006	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRGPRF	0.30762242100000003	0.598641358	0.667	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
FST	0.452909934	0.598076829	0.16699999999999998	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
FAP	0.576977925	0.5979200720000001	0.667	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
CLPP	0.002328932	0.597911712	0.667	0.285	1.0	PLIN2+_Fibroblasts	Mesenchyme
MIF	0.00884857	0.597658865	1.0	0.932	1.0	PLIN2+_Fibroblasts	Mesenchyme
OLFML1	0.275970582	0.593041556	0.667	0.009000000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
CILP	0.642101423	0.592854395	0.667	0.004	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL29	0.011418007	0.592679661	1.0	0.989	1.0	PLIN2+_Fibroblasts	Mesenchyme
FKBP11	0.153953286	0.592676865	0.667	0.11	1.0	PLIN2+_Fibroblasts	Mesenchyme
STEAP1	0.098988525	0.591887955	0.667	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
AK4	0.008559619000000001	0.591140385	0.5	0.014	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZYX	0.089513339	0.588635688	0.833	0.49	1.0	PLIN2+_Fibroblasts	Mesenchyme
GYPC	0.13146596800000002	0.5873695320000001	1.0	0.396	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAGED2	0.035184002	0.585794665	0.833	0.203	1.0	PLIN2+_Fibroblasts	Mesenchyme
C1QTNF1	0.161530378	0.58570618	0.5	0.015	1.0	PLIN2+_Fibroblasts	Mesenchyme
COL5A1	0.568245765	0.584189879	0.5	0.008	1.0	PLIN2+_Fibroblasts	Mesenchyme
EIF3I	0.003741745	0.583909806	0.667	0.4	1.0	PLIN2+_Fibroblasts	Mesenchyme
TSPAN4	0.053947529	0.583764799	0.833	0.292	1.0	PLIN2+_Fibroblasts	Mesenchyme
RBMS1	0.014963799	0.58280903	0.833	0.329	1.0	PLIN2+_Fibroblasts	Mesenchyme
ARHGAP5	0.008538504	0.581994489	0.333	0.165	1.0	PLIN2+_Fibroblasts	Mesenchyme
DLL1	0.039357078	0.579808644	0.667	0.022	1.0	PLIN2+_Fibroblasts	Mesenchyme
HSPB6	0.511280689	0.579747073	0.5	0.01	1.0	PLIN2+_Fibroblasts	Mesenchyme
OS9	0.013880206	0.57910081	0.667	0.425	1.0	PLIN2+_Fibroblasts	Mesenchyme
MEIS2	0.108184566	0.578706077	0.833	0.078	1.0	PLIN2+_Fibroblasts	Mesenchyme
MATN2	0.218604523	0.578608699	0.5	0.018000000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
11-Sep	0.02672044	0.578061949	0.667	0.215	1.0	PLIN2+_Fibroblasts	Mesenchyme
CDK4	0.005393126999999999	0.578013656	1.0	0.237	1.0	PLIN2+_Fibroblasts	Mesenchyme
FBL	0.005706281999999999	0.577680499	0.667	0.297	1.0	PLIN2+_Fibroblasts	Mesenchyme
CHRDL1	0.442821956	0.576519925	0.333	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
CDC42EP2	0.179121613	0.576059753	0.5	0.07	1.0	PLIN2+_Fibroblasts	Mesenchyme
CEBPD	0.26127900600000004	0.575512594	1.0	0.611	1.0	PLIN2+_Fibroblasts	Mesenchyme
TUBB	0.113952167	0.5740607289999999	1.0	0.597	1.0	PLIN2+_Fibroblasts	Mesenchyme
ROBO3	0.001614355	0.573364334	0.5	0.03	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM43	0.010216817	0.5727433439999999	0.5	0.171	1.0	PLIN2+_Fibroblasts	Mesenchyme
CHPF	0.012835718	0.571879344	0.667	0.103	1.0	PLIN2+_Fibroblasts	Mesenchyme
SUN1	0.040611245	0.571166729	0.667	0.156	1.0	PLIN2+_Fibroblasts	Mesenchyme
C16orf45	0.079962391	0.5687561010000001	0.5	0.029	1.0	PLIN2+_Fibroblasts	Mesenchyme
TNKS1BP1	0.015542304	0.5673260729999999	0.5	0.106	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZNF331	0.301814678	0.565840741	0.5	0.249	1.0	PLIN2+_Fibroblasts	Mesenchyme
PARVA	0.017785933	0.561628844	0.833	0.11	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM98	0.039307667	0.561268648	0.833	0.103	1.0	PLIN2+_Fibroblasts	Mesenchyme
KCNQ1OT1	0.055867074	0.558750905	0.667	0.102	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL37	0.024074871	0.55840907	1.0	0.99	1.0	PLIN2+_Fibroblasts	Mesenchyme
RBPMS	0.093001727	0.557910435	0.667	0.2	1.0	PLIN2+_Fibroblasts	Mesenchyme
TUBB6	0.03292405	0.555866389	0.333	0.173	1.0	PLIN2+_Fibroblasts	Mesenchyme
AHNAK	0.121910596	0.5554286629999999	1.0	0.595	1.0	PLIN2+_Fibroblasts	Mesenchyme
RAB34	0.002209235	0.554874968	0.833	0.201	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM176B	0.194261472	0.5545701129999999	0.667	0.127	1.0	PLIN2+_Fibroblasts	Mesenchyme
PLBD2	0.00138224	0.5536518770000001	0.667	0.129	1.0	PLIN2+_Fibroblasts	Mesenchyme
COX7A1	0.27983349	0.552745046	0.5	0.071	1.0	PLIN2+_Fibroblasts	Mesenchyme
IER2	0.20692248	0.550970804	1.0	0.708	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL36	0.013153065	0.55092345	1.0	0.984	1.0	PLIN2+_Fibroblasts	Mesenchyme
KLHL42	0.001132228	0.550024499	0.333	0.052000000000000005	1.0	PLIN2+_Fibroblasts	Mesenchyme
FKBP8	0.008298304	0.549842073	1.0	0.504	1.0	PLIN2+_Fibroblasts	Mesenchyme
LPIN1	0.009686881	0.549427021	0.5	0.125	1.0	PLIN2+_Fibroblasts	Mesenchyme
ABCA1	0.17957586899999994	0.54927541	0.5	0.135	1.0	PLIN2+_Fibroblasts	Mesenchyme
LAPTM4A	0.031138622	0.548494896	1.0	0.767	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM45A	0.347462316	0.548203304	0.5	0.028	1.0	PLIN2+_Fibroblasts	Mesenchyme
LARP6	0.12827529599999998	0.5472790479999999	0.5	0.041	1.0	PLIN2+_Fibroblasts	Mesenchyme
PRSS23	0.569246349	0.546070212	0.667	0.123	1.0	PLIN2+_Fibroblasts	Mesenchyme
MGST1	0.41325188	0.543380444	0.833	0.458	1.0	PLIN2+_Fibroblasts	Mesenchyme
GSTM3	0.053146653	0.542551891	0.667	0.05	1.0	PLIN2+_Fibroblasts	Mesenchyme
RSL24D1	0.012315841	0.542345851	1.0	0.503	1.0	PLIN2+_Fibroblasts	Mesenchyme
IFI16	0.080390592	0.5423216129999999	0.667	0.353	1.0	PLIN2+_Fibroblasts	Mesenchyme
LTBP3	0.005496779	0.541953919	0.833	0.135	1.0	PLIN2+_Fibroblasts	Mesenchyme
AC090498.1	0.02796983	0.541614952	1.0	0.998	1.0	PLIN2+_Fibroblasts	Mesenchyme
CTNNAL1	0.22319716	0.540496031	0.833	0.131	1.0	PLIN2+_Fibroblasts	Mesenchyme
KANK2	0.010416246	0.538821648	0.667	0.059	1.0	PLIN2+_Fibroblasts	Mesenchyme
MXRA7	0.012848931	0.537935542	0.5	0.059	1.0	PLIN2+_Fibroblasts	Mesenchyme
PTGS1	0.155509974	0.536991227	0.5	0.046	1.0	PLIN2+_Fibroblasts	Mesenchyme
USP53	0.023802159	0.536696312	0.5	0.131	1.0	PLIN2+_Fibroblasts	Mesenchyme
PHB2	0.010067751	0.536566576	0.833	0.5479999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL31	0.011726853	0.536436858	1.0	0.937	1.0	PLIN2+_Fibroblasts	Mesenchyme
NOC2L	0.001334135	0.5340239210000001	0.833	0.149	1.0	PLIN2+_Fibroblasts	Mesenchyme
PKD2	0.004224871	0.5328996770000001	0.5	0.066	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL36A	0.062833931	0.531775937	1.0	0.6859999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
CAMK2D	0.012756522	0.5305275979999999	0.5	0.212	1.0	PLIN2+_Fibroblasts	Mesenchyme
EID1	0.028962131	0.529644303	0.833	0.5870000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
H3F3B	0.06224657400000001	0.52694334	1.0	0.996	1.0	PLIN2+_Fibroblasts	Mesenchyme
NDN	0.0029040990000000003	0.525903469	0.667	0.073	1.0	PLIN2+_Fibroblasts	Mesenchyme
PRDX6	0.021511793	0.525098898	1.0	0.7140000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
SNX9	0.033744781	0.520156375	0.667	0.141	1.0	PLIN2+_Fibroblasts	Mesenchyme
IER3	0.339515919	0.5192085710000001	1.0	0.268	1.0	PLIN2+_Fibroblasts	Mesenchyme
ELN	0.4475440020000001	0.518926899	0.5	0.034	1.0	PLIN2+_Fibroblasts	Mesenchyme
CNN2	0.099582897	0.5186764429999999	0.667	0.368	1.0	PLIN2+_Fibroblasts	Mesenchyme
AMOTL2	0.024162208	0.516525451	0.5	0.075	1.0	PLIN2+_Fibroblasts	Mesenchyme
NME1	0.007311751	0.5125549979999999	0.16699999999999998	0.163	1.0	PLIN2+_Fibroblasts	Mesenchyme
PPL	0.027126199	0.5116822679999999	0.5	0.079	1.0	PLIN2+_Fibroblasts	Mesenchyme
SHC1	0.025735261	0.511183907	0.833	0.154	1.0	PLIN2+_Fibroblasts	Mesenchyme
IER5L	0.013052778	0.510877347	0.667	0.083	1.0	PLIN2+_Fibroblasts	Mesenchyme
SNRPE	0.017635495	0.510341092	0.667	0.35	1.0	PLIN2+_Fibroblasts	Mesenchyme
TWIST1	0.026094844	0.51022526	0.5	0.001	1.0	PLIN2+_Fibroblasts	Mesenchyme
NGF	0.326650544	0.5088678729999999	0.5	0.002	1.0	PLIN2+_Fibroblasts	Mesenchyme
GFRA1	0.457325266	0.508142584	0.333	0.002	1.0	PLIN2+_Fibroblasts	Mesenchyme
DPYS	0.5457217560000001	0.5080165	0.16699999999999998	0.002	1.0	PLIN2+_Fibroblasts	Mesenchyme
SH3GL1	0.000548568	0.507807351	0.833	0.094	1.0	PLIN2+_Fibroblasts	Mesenchyme
CPZ	0.403765285	0.5071658520000001	0.333	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
NPR1	0.057613178	0.506662105	0.5	0.078	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL13	0.03953643	0.5064257120000001	1.0	0.998	1.0	PLIN2+_Fibroblasts	Mesenchyme
ID3	0.431551553	0.506176964	0.667	0.337	1.0	PLIN2+_Fibroblasts	Mesenchyme
BOC	0.185920208	0.505875509	0.5	0.004	1.0	PLIN2+_Fibroblasts	Mesenchyme
SMTNL2	0.020641768	0.505844058	0.5	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
GPC6	0.364469581	0.505781159	0.5	0.004	1.0	PLIN2+_Fibroblasts	Mesenchyme
FNDC4	0.015810437	0.505215246	0.5	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
ANK2	0.088130313	0.505120958	0.333	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
PCED1A	0.000648969	0.505089531	0.833	0.096	1.0	PLIN2+_Fibroblasts	Mesenchyme
FLNC	0.289189589	0.5044926	0.333	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
ABCA9	0.30273537	0.503550803	0.333	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
CAV1	0.6259879	0.5035445270000001	0.833	0.203	1.0	PLIN2+_Fibroblasts	Mesenchyme
AIP	0.013732916	0.50282488	1.0	0.303	1.0	PLIN2+_Fibroblasts	Mesenchyme
RRP9	8.9e-05	0.5022936029999999	0.5	0.101	1.0	PLIN2+_Fibroblasts	Mesenchyme
CCNL1	0.14842192099999998	0.5015531360000001	0.667	0.511	1.0	PLIN2+_Fibroblasts	Mesenchyme
DCLK1	0.293448634	0.501513281	0.333	0.006999999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
PIK3R1	0.150740605	0.501437234	0.667	0.232	1.0	PLIN2+_Fibroblasts	Mesenchyme
GAS1	0.36175515	0.500198932	0.333	0.006999999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
CENPW	0.034807201	0.500102273	0.5	0.08800000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
GCSH	0.002427807	0.500047789	0.5	0.182	1.0	PLIN2+_Fibroblasts	Mesenchyme
BCHE	0.487859084	0.499698682	0.5	0.006	1.0	PLIN2+_Fibroblasts	Mesenchyme
CENPT	0.00470236	0.499647534	0.5	0.097	1.0	PLIN2+_Fibroblasts	Mesenchyme
CACNA2D1	0.033879758	0.498605256	0.667	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
MED13L	0.015730205	0.497549414	0.333	0.171	1.0	PLIN2+_Fibroblasts	Mesenchyme
YBX3	0.101506487	0.49670935	0.833	0.428	1.0	PLIN2+_Fibroblasts	Mesenchyme
UBE2E1	0.008047818	0.496352487	0.5	0.252	1.0	PLIN2+_Fibroblasts	Mesenchyme
PCDHGC3	0.149521059	0.496328523	0.5	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
CYP7B1	0.017317352	0.495020967	0.5	0.014	1.0	PLIN2+_Fibroblasts	Mesenchyme
AAMP	0.007787557	0.494532868	0.667	0.254	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPS6KB1	0.002645391	0.493867663	0.5	0.104	1.0	PLIN2+_Fibroblasts	Mesenchyme
C17orf89	0.010082224	0.493074776	0.333	0.252	1.0	PLIN2+_Fibroblasts	Mesenchyme
CD200	0.17276621399999995	0.492473037	0.333	0.014	1.0	PLIN2+_Fibroblasts	Mesenchyme
FO538757.2	0.008477171	0.492000496	0.833	0.256	1.0	PLIN2+_Fibroblasts	Mesenchyme
SLC3A2	0.10618563	0.491911338	1.0	0.468	1.0	PLIN2+_Fibroblasts	Mesenchyme
FBXO17	0.031925708	0.491821561	0.5	0.017	1.0	PLIN2+_Fibroblasts	Mesenchyme
C12orf57	0.100261317	0.491795718	1.0	0.597	1.0	PLIN2+_Fibroblasts	Mesenchyme
AUP1	0.02594372	0.4911821320000001	1.0	0.411	1.0	PLIN2+_Fibroblasts	Mesenchyme
CADPS2	0.03047819	0.4909057	0.667	0.096	1.0	PLIN2+_Fibroblasts	Mesenchyme
KLF9	0.105817472	0.49031637	0.667	0.261	1.0	PLIN2+_Fibroblasts	Mesenchyme
HSPB8	0.145543905	0.488289555	0.667	0.08	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAN1C1	1.29e-06	0.486840963	0.5	0.024	0.034147224	PLIN2+_Fibroblasts	Mesenchyme
BICC1	0.068371545	0.486378193	0.333	0.02	1.0	PLIN2+_Fibroblasts	Mesenchyme
STMN3	0.028745529	0.485823151	0.5	0.022	1.0	PLIN2+_Fibroblasts	Mesenchyme
ODC1	0.080998305	0.485792324	0.333	0.222	1.0	PLIN2+_Fibroblasts	Mesenchyme
PLSCR4	0.21783168100000005	0.48548411	0.667	0.073	1.0	PLIN2+_Fibroblasts	Mesenchyme
GRAMD1A	0.016975096000000002	0.483354894	0.667	0.185	1.0	PLIN2+_Fibroblasts	Mesenchyme
B3GNT9	1.02e-06	0.483298519	0.5	0.027000000000000003	0.02687539	PLIN2+_Fibroblasts	Mesenchyme
KATNA1	0.002136332	0.482993867	0.5	0.116	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAMDC2	0.523688269	0.482652991	0.333	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
FZD7	0.00012875	0.481946462	0.5	0.028	1.0	PLIN2+_Fibroblasts	Mesenchyme
PNPLA7	3.71e-06	0.481670129	0.333	0.029	0.097920893	PLIN2+_Fibroblasts	Mesenchyme
RHBDF1	0.023025246	0.480718903	0.667	0.026	1.0	PLIN2+_Fibroblasts	Mesenchyme
SNHG7	0.16846976800000002	0.478404284	1.0	0.405	1.0	PLIN2+_Fibroblasts	Mesenchyme
VEGFA	0.16061450900000002	0.478370285	0.667	0.14400000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZCCHC24	0.00234749	0.476923019	0.667	0.032	1.0	PLIN2+_Fibroblasts	Mesenchyme
NHP2	0.024457008	0.476749894	0.833	0.378	1.0	PLIN2+_Fibroblasts	Mesenchyme
RUSC2	0.002490609	0.476525896	0.667	0.032	1.0	PLIN2+_Fibroblasts	Mesenchyme
TAF4B	0.038360115	0.475884724	0.667	0.03	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPS23	0.051067001	0.474619789	1.0	0.994	1.0	PLIN2+_Fibroblasts	Mesenchyme
SUPT5H	0.014007253	0.474578208	0.333	0.196	1.0	PLIN2+_Fibroblasts	Mesenchyme
PYCR1	0.005483211	0.473841822	0.333	0.034	1.0	PLIN2+_Fibroblasts	Mesenchyme
AFAP1	0.042599368	0.473689534	0.667	0.031	1.0	PLIN2+_Fibroblasts	Mesenchyme
YY1	0.025091448	0.473080613	0.667	0.325	1.0	PLIN2+_Fibroblasts	Mesenchyme
RHOBTB3	0.105126528	0.472596509	0.5	0.098	1.0	PLIN2+_Fibroblasts	Mesenchyme
LSAMP	0.009536534	0.472228747	0.333	0.035	1.0	PLIN2+_Fibroblasts	Mesenchyme
OAF	0.19147564600000005	0.471863883	0.333	0.027000000000000003	1.0	PLIN2+_Fibroblasts	Mesenchyme
MEST	0.04582023	0.471681501	0.5	0.033	1.0	PLIN2+_Fibroblasts	Mesenchyme
GPC1	0.005869151	0.471134555	0.5	0.036000000000000004	1.0	PLIN2+_Fibroblasts	Mesenchyme
ALDH1L1	0.35542907	0.470921934	0.5	0.021	1.0	PLIN2+_Fibroblasts	Mesenchyme
XPNPEP1	0.004851856	0.470690036	0.667	0.125	1.0	PLIN2+_Fibroblasts	Mesenchyme
DUSP1	0.215215525	0.470218796	1.0	0.939	1.0	PLIN2+_Fibroblasts	Mesenchyme
BASP1	0.226301246	0.470193293	0.16699999999999998	0.135	1.0	PLIN2+_Fibroblasts	Mesenchyme
RBMX	0.043078415	0.469202383	0.833	0.371	1.0	PLIN2+_Fibroblasts	Mesenchyme
TUBB2A	0.035108484	0.469172983	0.667	0.115	1.0	PLIN2+_Fibroblasts	Mesenchyme
DPYSL3	0.191540649	0.468010548	0.333	0.029	1.0	PLIN2+_Fibroblasts	Mesenchyme
EMP1	0.381414964	0.46692528	0.667	0.17600000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRPL39	0.002029896	0.466695485	0.5	0.133	1.0	PLIN2+_Fibroblasts	Mesenchyme
PALLD	0.17109532	0.466558027	0.333	0.093	1.0	PLIN2+_Fibroblasts	Mesenchyme
ANTXR1	0.022867151	0.466437078	0.333	0.039	1.0	PLIN2+_Fibroblasts	Mesenchyme
CD109	0.278580008	0.465980905	0.333	0.078	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRPL27	0.011172253	0.46553508	0.667	0.282	1.0	PLIN2+_Fibroblasts	Mesenchyme
ADAMTS9	0.27330685600000004	0.464926458	0.333	0.028	1.0	PLIN2+_Fibroblasts	Mesenchyme
SF1	0.078029486	0.464510599	1.0	0.483	1.0	PLIN2+_Fibroblasts	Mesenchyme
COL4A2	0.418261871	0.464443542	0.5	0.06	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMUB1	0.008961284	0.463513578	0.833	0.212	1.0	PLIN2+_Fibroblasts	Mesenchyme
STON1	0.007479151	0.462333518	0.5	0.044	1.0	PLIN2+_Fibroblasts	Mesenchyme
BAG2	0.019699663	0.4623034070000001	0.16699999999999998	0.043	1.0	PLIN2+_Fibroblasts	Mesenchyme
TTI1	0.001281679	0.462273297	0.5	0.046	1.0	PLIN2+_Fibroblasts	Mesenchyme
