S.No.	cellType	Cell Category	old_symbol	gene	Updated Gene ID	logFC	logDOR	Prop.Exp.in	Prop.Exp.Out	nCells.in	nCells.out
20654	VE Arterial	Vascular-Endothelial	HERC2P2	HERC2P2	400322	0.350938128	1.221749693	0.310793238	0.117426625	769	306881
21825	VE Peribronchial	Vascular-Endothelial	HERC2P2	HERC2P2	400322	0.331034752	1.553973448	0.383173077	0.11610433	2080	305570
19486	VE Venous	Vascular-Endothelial	HERC2P3	HERC2P3	283755	0.427443305	1.473568155	0.32739726	0.100426821	730	306920
20646	VE Arterial	Vascular-Endothelial	HERC2P3	HERC2P3	283755	0.330792289	1.265722449	0.283485046	0.100508015	769	306881
21765	VE Peribronchial	Vascular-Endothelial	HERC2P3	HERC2P3	283755	0.427542262	1.783462777	0.395192308	0.098962594	2080	305570
19485	VE Venous	Vascular-Endothelial	HERC2P9	HERC2P9	440248	0.62159245	1.503820364	0.480821918	0.170728529	730	306920
20709	VE Arterial	Vascular-Endothelial	HERC2P9	HERC2P9	440248	0.403769568	0.982236166	0.355006502	0.171004396	769	306881
21851	VE Peribronchial	Vascular-Endothelial	HERC2P9	HERC2P9	440248	0.451135682	1.466438488	0.469230769	0.169437445	2080	305570
13055	Mesothelial	Epithelial	HERC3	HERC3	8916	0.430977872	1.362530632	0.455026455	0.176157586	567	307083
21277	VE Capillary A	Vascular-Endothelial	HERC3	HERC3	8916	0.33110277	0.604379174	0.281310212	0.17649472	519	307131
15532	Aberrant Basaloid	Epithelial	HERC4	HERC4	26091	0.356777667	1.655064369	0.698544699	0.306476239	481	307169
1713	B	Immune_Lymphoid	HERPUD1	HERPUD1	9709	0.383528293	0.326827047	0.531982267	0.45047789	7895	299755
1849	B Plasma	Immune_Lymphoid	HERPUD1	HERPUD1	9709	1.24865843	1.719086055	0.821302817	0.451202881	1136	306514
4986	cDC2	Immune_Myeloid	HERPUD1	HERPUD1	9709	0.753750857	1.534477354	0.788118232	0.444946412	6834	300816
5776	cDC1	Immune_Myeloid	HERPUD1	HERPUD1	9709	0.339464509	0.771299552	0.640776699	0.451873795	1133	306517
7263	pDC	Immune_Myeloid	HERPUD1	HERPUD1	9709	1.443116359	2.290606594	0.891089109	0.45155941	707	306943
13774	ncMonocyte	Immune_Myeloid	HERPUD1	HERPUD1	9709	0.377500079	0.631676085	0.605816398	0.449672454	5708	301942
20833	VE Arterial	Vascular-Endothelial	HERPUD1	HERPUD1	9709	0.368303655	0.407744508	0.55396619	0.452315393	769	306881
18513	T Cytotoxic	Immune_Lymphoid	HERPUD2	HERPUD2	64224	0.42656009	0.830530326	0.345145157	0.186799151	16396	291254
2222	Basal	Epithelial	HES1	HES1	3280	0.567172695	2.32515206	0.439241257	0.071142589	1687	305963
3698	Ciliated	Epithelial	HES1	HES1	3280	0.409040204	2.27102302	0.394117647	0.062912152	9520	298130
4458	Club	Epithelial	HES1	HES1	3280	0.405133354	2.157276208	0.395923167	0.070462375	2551	305099
8678	Goblet	Epithelial	HES1	HES1	3280	0.438179761	2.439899628	0.469068128	0.071510871	1277	306373
9926	Ionocyte	Epithelial	HES1	HES1	3280	0.569135386	2.929192373	0.6	0.073118245	25	307625
11110	Lymphatic	Vascular-Endothelial	HES1	HES1	3280	0.893085628	2.548080108	0.491436727	0.070283556	2102	305548
15100	Aberrant Basaloid	Epithelial	HES1	HES1	3280	0.380633002	2.478014425	0.482328482	0.072520339	481	307169
17244	Pericytes	Mesenchyme	HES1	HES1	3280	0.359787618	1.591008886	0.27761194	0.072714835	670	306980
17683	SMC	Mesenchyme	HES1	HES1	3280	0.487217977	1.985725876	0.362606232	0.072495309	706	306944
19377	VE Venous	Vascular-Endothelial	HES1	HES1	3280	0.565508291	2.070412822	0.382191781	0.072426039	730	306920
19952	VE Capillary B	Vascular-Endothelial	HES1	HES1	3280	0.614917322	1.944244021	0.351568785	0.072031644	1243	306407
20503	VE Arterial	Vascular-Endothelial	HES1	HES1	3280	0.66773978	2.110150267	0.391417425	0.072363555	769	306881
21077	VE Capillary A	Vascular-Endothelial	HES1	HES1	3280	0.564313444	1.818896653	0.325626204	0.072734436	519	307131
21679	VE Peribronchial	Vascular-Endothelial	HES1	HES1	3280	0.498676353	2.238464687	0.416826923	0.070821743	2080	305570
8521	Goblet	Epithelial	HES4	HES4	57801	0.54373601	3.224741969	0.563038371	0.048731448	1277	306373
13511	ncMonocyte	Immune_Myeloid	HES4	HES4	57801	0.387729978	2.22517179	0.308514366	0.045995589	5708	301942
14829	Aberrant Basaloid	Epithelial	HES4	HES4	57801	0.461861434	3.291686628	0.586278586	0.050027835	481	307169
17121	Pericytes	Mesenchyme	HES4	HES4	57801	0.458248958	2.410101187	0.370149254	0.050169392	670	306980
17602	SMC	Mesenchyme	HES4	HES4	57801	0.656707101	2.6946652	0.437677054	0.049976543	706	306944
9758	Ionocyte	Epithelial	HES6	HES6	55502	0.617347037	4.011096086	0.52	0.019185697	25	307625
12180	Macrophage Alveolar	Immune_Myeloid	HEXB	HEXB	3074	0.320130563	1.131561082	0.615426916	0.340427814	74558	233092
20299	VE Arterial	Vascular-Endothelial	HEY1	HEY1	23462	0.659735233	3.766905494	0.414824447	0.016133289	769	306881
16899	Pericytes	Mesenchyme	HEYL	HEYL	26508	0.355157532	4.540553216	0.26119403	0.00376246	670	306980
17456	SMC	Mesenchyme	HEYL	HEYL	26508	0.49245029	5.017059202	0.348441926	0.003531589	706	306944
15928	PNEC	Epithelial	HGF	HGF	3082	0.386053494	2.924096567	0.290322581	0.021840904	62	307588
4997	cDC2	Immune_Myeloid	HGSNAT	HGSNAT	138050	0.497487653	1.500726936	0.620280948	0.266967183	6834	300816
6278	DC Mature	Immune_Myeloid	HGSNAT	HGSNAT	138050	0.361412044	1.034572976	0.515306122	0.274201117	784	306866
6697	DC Langerhans	Immune_Myeloid	HGSNAT	HGSNAT	138050	0.534454839	1.772760727	0.690625	0.274382585	320	307330
15480	Aberrant Basaloid	Epithelial	HGSNAT	HGSNAT	138050	0.314876637	1.743951405	0.683991684	0.274174803	481	307169
3552	Ciliated	Epithelial	HHAT	HHAT	55733	0.506444025	2.645095225	0.497794118	0.065746486	9520	298130
10380	Ionocyte	Epithelial	HHAT	HHAT	55733	0.357078004	1.902646603	0.36	0.079093052	25	307625
684	AT2	Epithelial	HHIP	HHIP	64399	0.546512852	5.959924924	0.400908861	0.001722157	3961	303689
2844	Ciliated	Epithelial	HHLA2	HHLA2	11148	0.578601875	5.221573588	0.494537815	0.005252742	9520	298130
4001	Ciliated	Epithelial	HIBADH	HIBADH	11112	0.346471786	1.461743255	0.459768908	0.164790528	9520	298130
5055	cDC2	Immune_Myeloid	HIF1A	HIF1A	3091	0.561611785	1.27488319	0.846210126	0.605852082	6834	300816
6987	DC Langerhans	Immune_Myeloid	HIF1A	HIF1A	3091	0.507504952	1.324251579	0.85625	0.610936127	320	307330
11593	Macrophage	Immune_Myeloid	HIF1A	HIF1A	3091	0.899613165	1.53277763	0.820329559	0.496446118	108994	198656
13142	Mesothelial	Epithelial	HIF1A	HIF1A	3091	0.525075436	1.074514878	0.821869489	0.610802291	567	307083
13289	cMonocyte	Immune_Myeloid	HIF1A	HIF1A	3091	0.840841882	1.154017701	0.826182476	0.599803542	15476	292174
20831	VE Arterial	Vascular-Endothelial	HIF1A	HIF1A	3091	0.304561319	0.411459269	0.703511053	0.610959949	769	306881
21945	VE Peribronchial	Vascular-Endothelial	HIF1A	HIF1A	3091	0.552566282	1.090013119	0.823076923	0.609748994	2080	305570
7959	Fibroblast	Mesenchyme	HIF3A	HIF3A	64344	0.37820146	2.73828196	0.288788222	0.025599916	2649	305001
10982	Lymphatic	Vascular-Endothelial	HIF3A	HIF3A	64344	0.889825275	3.711901846	0.507611798	0.024565698	2102	305548
15980	PNEC	Epithelial	HIF3A	HIF3A	64344	0.376547777	2.59834959	0.274193548	0.02781643	62	307588
19216	VE Venous	Vascular-Endothelial	HIF3A	HIF3A	64344	0.603496587	3.180317904	0.4	0.026980972	730	306920
19764	VE Capillary B	Vascular-Endothelial	HIF3A	HIF3A	64344	1.113750213	3.824814033	0.547868061	0.025756592	1243	306407
20314	VE Arterial	Vascular-Endothelial	HIF3A	HIF3A	64344	0.886792406	3.609925399	0.503250975	0.026674835	769	306881
20955	VE Capillary A	Vascular-Endothelial	HIF3A	HIF3A	64344	0.72688207	3.042189979	0.369942197	0.02728803	519	307131
16901	Pericytes	Mesenchyme	HIGD1B	HIGD1B	51751	1.19468046	4.344600663	0.623880597	0.021053489	670	306980
4176	Ciliated	Epithelial	HINT1	HINT1	3094	0.303070783	0.591999936	0.682668067	0.543383759	9520	298130
5203	cDC2	Immune_Myeloid	HINT1	HINT1	3094	0.341194295	0.95718751	0.755779924	0.542966465	6834	300816
5782	cDC1	Immune_Myeloid	HINT1	HINT1	3094	0.307276177	0.690865083	0.706972639	0.547105055	1133	306517
6194	DC Mature	Immune_Myeloid	HINT1	HINT1	3094	0.736062017	1.283483664	0.81377551	0.547014006	784	306866
6592	DC Langerhans	Immune_Myeloid	HINT1	HINT1	3094	0.890186019	2.21833736	0.91875	0.547307455	320	307330
7530	pDC	Immune_Myeloid	HINT1	HINT1	3094	0.621638547	0.935727924	0.755304102	0.547215607	707	306943
10494	Ionocyte	Epithelial	HINT1	HINT1	3094	0.516616406	1.669504961	0.88	0.547666802	25	307625
11466	Lymphatic	Vascular-Endothelial	HINT1	HINT1	3094	0.488375258	0.633889115	0.694576594	0.546683336	2102	305548
498	AT1	Epithelial	HIP1	HIP1	3092	0.6240451	1.193577617	0.571699905	0.288009994	1053	306597
6537	DC Langerhans	Immune_Myeloid	HIP1	HIP1	3092	1.230674413	2.678710265	0.85625	0.28839033	320	307330
7657	pDC	Immune_Myeloid	HIP1	HIP1	3092	0.301857817	0.562378973	0.415841584	0.288688779	707	306943
9210	ILC A	Immune_Lymphoid	HIP1	HIP1	3092	0.46083777	0.528172239	0.407557355	0.288694695	741	306909
9432	ILC B	Immune_Lymphoid	HIP1	HIP1	3092	0.86923556	1.05076544	0.537154989	0.288600458	471	307179
11441	Lymphatic	Vascular-Endothelial	HIP1	HIP1	3092	0.372908307	0.732437154	0.456707897	0.287827117	2102	305548
17261	Pericytes	Mesenchyme	HIP1	HIP1	3092	0.827943409	1.486312743	0.641791045	0.288210958	670	306980
17787	SMC	Mesenchyme	HIP1	HIP1	3092	0.707290985	1.234759224	0.582152975	0.288306662	706	306944
19601	VE Venous	Vascular-Endothelial	HIP1	HIP1	3092	0.446721939	0.941198374	0.509589041	0.288456275	730	306920
20131	VE Capillary B	Vascular-Endothelial	HIP1	HIP1	3092	0.558505934	0.822059554	0.479485117	0.288208168	1243	306407
20671	VE Arterial	Vascular-Endothelial	HIP1	HIP1	3092	0.647932388	1.156973619	0.563068921	0.28829416	769	306881
21195	VE Capillary A	Vascular-Endothelial	HIP1	HIP1	3092	0.82872093	1.075938783	0.543352601	0.288551139	519	307131
21968	VE Peribronchial	Vascular-Endothelial	HIP1	HIP1	3092	0.366055173	1.035423183	0.531730769	0.287328599	2080	305570
4029	Ciliated	Epithelial	HIPK1	HIPK1	204851	0.430353783	1.382149874	0.645693277	0.313876497	9520	298130
6880	DC Langerhans	Immune_Myeloid	HIPK1	HIPK1	204851	0.395840781	1.46485962	0.675	0.323779	320	307330
9267	ILC A	Immune_Lymphoid	HIPK1	HIPK1	204851	0.330376247	0.350947507	0.4048583	0.323949444	741	306909
9590	ILC B	Immune_Lymphoid	HIPK1	HIPK1	204851	0.336549307	0.282758388	0.388535032	0.324045589	471	307179
12497	Mast	Immune_Myeloid	HIPK1	HIPK1	204851	0.367430672	0.349999392	0.404494382	0.323770679	1424	306226
16810	NK	Immune_Lymphoid	HIPK1	HIPK1	204851	0.347172868	0.269285479	0.383224555	0.32188369	11338	296312
18184	T	Immune_Lymphoid	HIPK1	HIPK1	204851	0.470546049	0.513117757	0.437709601	0.317872186	16102	291548
1917	B Plasma	Immune_Lymphoid	HIPK2	HIPK2	28996	0.764628672	1.037368713	0.790492958	0.571748762	1136	306514
12159	Macrophage Alveolar	Immune_Myeloid	HIPK2	HIPK2	28996	0.389148163	1.182909821	0.771761582	0.508837712	74558	233092
3848	Ciliated	Epithelial	HIPK3	HIPK3	10114	0.762159473	1.87072892	0.777521008	0.349867507	9520	298130
8319	Fibroblast	Mesenchyme	HIPK3	HIPK3	10114	0.315182335	0.839139136	0.567006418	0.361329963	2649	305001
11498	Lymphatic	Vascular-Endothelial	HIPK3	HIPK3	10114	0.320648425	0.50658349	0.485252141	0.362260594	2102	305548
13149	Mesothelial	Epithelial	HIPK3	HIPK3	10114	0.347452712	1.056076332	0.620811287	0.362625088	567	307083
13784	ncMonocyte	Immune_Myeloid	HIPK3	HIPK3	10114	0.355858052	0.58314678	0.502452698	0.36046658	5708	301942
19495	VE Venous	Vascular-Endothelial	HIPK3	HIPK3	10114	0.938122427	1.424474433	0.702739726	0.362293106	730	306920
20805	VE Arterial	Vascular-Endothelial	HIPK3	HIPK3	10114	0.390321709	0.529551074	0.491547464	0.362779058	769	306881
21756	VE Peribronchial	Vascular-Endothelial	HIPK3	HIPK3	10114	1.103975127	1.81562365	0.775961538	0.360290604	2080	305570
7446	pDC	Immune_Myeloid	HIST1H1C	H1-2	3006	0.302423431	1.27357316	0.281471004	0.098923904	707	306943
7425	pDC	Immune_Myeloid	HIST1H2AC	H2AC6	8334	0.316265307	1.342542032	0.264497878	0.085993165	707	306943
15179	Aberrant Basaloid	Epithelial	HIST1H2AC	H2AC6	8334	0.384645152	2.312352895	0.486486486	0.085776885	481	307169
1869	B Plasma	Immune_Lymphoid	HIST1H2BD	H2BC5	3017	0.302068606	1.508723279	0.272887324	0.076720802	1136	306514
2368	Basal	Epithelial	HIST1H2BD	H2BC5	3017	0.359441474	1.71297352	0.313574392	0.076143194	1687	305963
3721	Ciliated	Epithelial	HIST1H2BD	H2BC5	3017	0.433174075	2.201836026	0.394852941	0.067309563	9520	298130
4614	Club	Epithelial	HIST1H2BD	H2BC5	3017	0.303470872	1.554919471	0.279498236	0.075755738	2551	305099
10129	Ionocyte	Epithelial	HIST1H2BD	H2BC5	3017	0.381595077	2.401054605	0.48	0.077412434	25	307625
7452	pDC	Immune_Myeloid	HIST2H2AA3	H2AC18	8337	0.374307505	1.262928739	0.292786421	0.104947824	707	306943
4149	Ciliated	Epithelial	HIST2H2AA4	H2AC19	723790	0.307375831	1.014362918	0.519852941	0.281927347	9520	298130
7078	DC Langerhans	Immune_Myeloid	HIST2H2AA4	H2AC19	723790	0.302133585	1.150739878	0.5625	0.289005304	320	307330
7520	pDC	Immune_Myeloid	HIST2H2AA4	H2AC19	723790	0.713158831	0.972043451	0.517680339	0.288763712	707	306943
10518	Ionocyte	Epithelial	HIST2H2AA4	H2AC19	723790	0.571003328	1.621121734	0.68	0.289258025	25	307625
10031	Ionocyte	Epithelial	HIST2H2BE	H2BC21	8349	0.326717472	2.614207128	0.32	0.034343763	25	307625
10154	Ionocyte	Epithelial	HIST2H4A	H4C14	8370	0.363383733	2.354149248	0.36	0.051845591	25	307625
6107	DC Mature	Immune_Myeloid	HIVEP1	HIVEP1	3096	0.585423404	1.599800055	0.595663265	0.229191243	784	306866
7223	pDC	Immune_Myeloid	HIVEP1	HIVEP1	3096	1.288767698	2.637994039	0.806223479	0.228798181	707	306943
13143	Mesothelial	Epithelial	HIVEP1	HIVEP1	3096	0.310462371	1.072515177	0.465608466	0.229690344	567	307083
15521	Aberrant Basaloid	Epithelial	HIVEP1	HIVEP1	3096	0.307659572	1.680000369	0.615384615	0.229521859	481	307169
18935	T Regulatory	Immune_Lymphoid	HIVEP1	HIVEP1	3096	0.48706607	0.887699426	0.419398907	0.229220147	1464	306186
1172	AT2	Epithelial	HIVEP2	HIVEP2	3097	0.603327369	1.500432593	0.6026256	0.25272565	3961	303689
4695	Club	Epithelial	HIVEP2	HIVEP2	3097	0.426104618	1.222674309	0.537436299	0.254887758	2551	305099
5624	cDC1	Immune_Myeloid	HIVEP2	HIVEP2	3097	0.384971318	1.251726316	0.546337158	0.256161975	1133	306517
6197	DC Mature	Immune_Myeloid	HIVEP2	HIVEP2	3097	0.42037627	1.279210088	0.553571429	0.25647351	784	306866
7611	pDC	Immune_Myeloid	HIVEP2	HIVEP2	3097	0.318520688	0.722942935	0.415841584	0.256865281	707	306943
13113	Mesothelial	Epithelial	HIVEP2	HIVEP2	3097	0.383506658	1.172283851	0.527336861	0.256731893	567	307083
15280	Aberrant Basaloid	Epithelial	HIVEP2	HIVEP2	3097	0.520492032	2.10839841	0.74012474	0.256474449	481	307169
19648	VE Venous	Vascular-Endothelial	HIVEP2	HIVEP2	3097	0.338592686	0.725450014	0.416438356	0.256851948	730	306920
21943	VE Peribronchial	Vascular-Endothelial	HIVEP2	HIVEP2	3097	0.359800609	1.090409386	0.505288462	0.255542102	2080	305570
1049	AT2	Epithelial	HIVEP3	HIVEP3	59269	0.591212612	2.018662087	0.541024994	0.135375335	3961	303689
2392	Basal	Epithelial	HIVEP3	HIVEP3	59269	0.434677186	1.655025241	0.457617072	0.138850122	1687	305963
4625	Club	Epithelial	HIVEP3	HIVEP3	59269	0.367715581	1.534217338	0.426499412	0.138207598	2551	305099
7340	pDC	Immune_Myeloid	HIVEP3	HIVEP3	59269	0.576840579	1.712073466	0.473833098	0.139830522	707	306943
11333	Lymphatic	Vascular-Endothelial	HIVEP3	HIVEP3	59269	0.350660268	1.233715579	0.356803045	0.139110713	2102	305548
12799	Mesothelial	Epithelial	HIVEP3	HIVEP3	59269	1.018693069	2.550209481	0.675485009	0.139610464	567	307083
14253	Myofibroblast	Mesenchyme	HIVEP3	HIVEP3	59269	0.530657446	1.773481978	0.482513506	0.136644166	3517	304133
16125	PNEC	Epithelial	HIVEP3	HIVEP3	59269	0.541584032	2.002057361	0.548387097	0.140515885	62	307588
16684	NK	Immune_Lymphoid	HIVEP3	HIVEP3	59269	0.360202067	0.902581124	0.27844417	0.135323578	11338	296312
2634	Basal	Epithelial	HK1	HK1	3098	0.311776365	0.843351235	0.483106106	0.286812458	1687	305963
10791	Ionocyte	Epithelial	HK1	HK1	3098	0.420066557	1.137565736	0.56	0.287866721	25	307625
3884	Ciliated	Epithelial	HKR1	ZNF875	284459	0.320126132	1.779065383	0.419642857	0.10877805	9520	298130
9249	ILC A	Immune_Lymphoid	HLA-A	HLA-A	3105	0.38439942	0.401203495	0.887989204	0.840763875	741	306909
10798	Ionocyte	Epithelial	HLA-A	HLA-A	3105	0.373681304	1.128516095	0.96	0.84086794	25	307625
16733	NK	Immune_Lymphoid	HLA-A	HLA-A	3105	0.683801445	0.631606458	0.907038278	0.838346068	11338	296312
18606	T Cytotoxic	Immune_Lymphoid	HLA-A	HLA-A	3105	0.523806882	0.451166077	0.890461088	0.838086344	16396	291254
19062	T Regulatory	Immune_Lymphoid	HLA-A	HLA-A	3105	0.669549775	0.273786668	0.87431694	0.840717734	1464	306186
20225	VE Capillary B	Vascular-Endothelial	HLA-A	HLA-A	3105	0.513886987	0.297018842	0.8769107	0.840731445	1243	306407
21266	VE Capillary A	Vascular-Endothelial	HLA-A	HLA-A	3105	0.806614143	0.656825317	0.911368015	0.840758504	519	307131
5797	cDC1	Immune_Myeloid	HLA-B	HLA-B	3106	0.320229451	0.574445055	0.947925861	0.910455211	1133	306517
16736	NK	Immune_Lymphoid	HLA-B	HLA-B	3106	0.596094908	0.620244233	0.949020991	0.909122816	11338	296312
18643	T Cytotoxic	Immune_Lymphoid	HLA-B	HLA-B	3106	0.373603333	0.311167601	0.931995609	0.909388369	16396	291254
20179	VE Capillary B	Vascular-Endothelial	HLA-B	HLA-B	3106	0.640062407	0.539056319	0.94609815	0.910449174	1243	306407
21208	VE Capillary A	Vascular-Endothelial	HLA-B	HLA-B	3106	0.910234039	0.980085033	0.965317919	0.910500731	519	307131
12259	Macrophage Alveolar	Immune_Myeloid	HLA-C	HLA-C	3107	0.318672131	0.729692263	0.886330105	0.789855508	74558	233092
16720	NK	Immune_Lymphoid	HLA-C	HLA-C	3107	0.759598134	0.683646985	0.894249427	0.810135938	11338	296312
18596	T Cytotoxic	Immune_Lymphoid	HLA-C	HLA-C	3107	0.564863219	0.489457959	0.874176628	0.809805187	16396	291254
20191	VE Capillary B	Vascular-Endothelial	HLA-C	HLA-C	3107	0.723263708	0.498697191	0.877715205	0.812974247	1243	306407
20849	VE Arterial	Vascular-Endothelial	HLA-C	HLA-C	3107	0.335208179	0.15589008	0.836150845	0.813178398	769	306881
21147	VE Capillary A	Vascular-Endothelial	HLA-C	HLA-C	3107	1.140687978	1.341322915	0.944123314	0.813014642	519	307131
4931	cDC2	Immune_Myeloid	HLA-DMB	HLA-DMB	3109	0.738179654	1.898517862	0.757243196	0.318407266	6834	300816
5610	cDC1	Immune_Myeloid	HLA-DMB	HLA-DMB	3109	0.456334862	1.299981019	0.640776699	0.326999808	1133	306517
6517	DC Langerhans	Immune_Myeloid	HLA-DMB	HLA-DMB	3109	1.015107344	2.868901964	0.896875	0.327563206	320	307330
5352	cDC1	Immune_Myeloid	HLA-DOB	HLA-DOB	3112	0.335896901	4.03117611	0.352162401	0.009562276	1133	306517
4876	cDC2	Immune_Myeloid	HLA-DPA1	HLA-DPA1	3113	1.817505535	2.807940133	0.969563945	0.657225679	6834	300816
5401	cDC1	Immune_Myeloid	HLA-DPA1	HLA-DPA1	3113	2.039358861	2.568848236	0.962930274	0.663059471	1133	306517
6175	DC Mature	Immune_Myeloid	HLA-DPA1	HLA-DPA1	3113	0.844426437	1.358470122	0.885204082	0.663599095	784	306866
6482	DC Langerhans	Immune_Myeloid	HLA-DPA1	HLA-DPA1	3113	1.917211807	3.827335453	0.990625	0.663823903	320	307330
11778	Macrophage	Immune_Myeloid	HLA-DPA1	HLA-DPA1	3113	0.359717066	0.855838011	0.779776868	0.600731918	108994	198656
11923	Macrophage Alveolar	Immune_Myeloid	HLA-DPA1	HLA-DPA1	3113	1.050345908	1.970273666	0.910163899	0.585476979	74558	233092
1549	B	Immune_Lymphoid	HLA-DPB1	HLA-DPB1	3115	0.319035148	0.712401582	0.811652945	0.678770996	7895	299755
4870	cDC2	Immune_Myeloid	HLA-DPB1	HLA-DPB1	3115	2.047201342	3.095214322	0.978782558	0.675442796	6834	300816
5369	cDC1	Immune_Myeloid	HLA-DPB1	HLA-DPB1	3115	2.380443877	3.236140861	0.982347749	0.681071523	1133	306517
6075	DC Mature	Immune_Myeloid	HLA-DPB1	HLA-DPB1	3115	1.385320841	1.73993113	0.924744898	0.681561333	784	306866
6478	DC Langerhans	Immune_Myeloid	HLA-DPB1	HLA-DPB1	3115	2.181013529	4.085017157	0.99375	0.681856636	320	307330
11733	Macrophage	Immune_Myeloid	HLA-DPB1	HLA-DPB1	3115	0.481849654	0.975262555	0.807860983	0.613225878	108994	198656
11936	Macrophage Alveolar	Immune_Myeloid	HLA-DPB1	HLA-DPB1	3115	0.885137414	1.913659774	0.913235334	0.608274844	74558	233092
1498	B	Immune_Lymphoid	HLA-DQA1	HLA-DQA1	3117	0.496821351	0.949612571	0.737175427	0.520381645	7895	299755
4868	cDC2	Immune_Myeloid	HLA-DQA1	HLA-DQA1	3117	1.830762161	3.273610544	0.965759438	0.515953274	6834	300816
5379	cDC1	Immune_Myeloid	HLA-DQA1	HLA-DQA1	3117	1.839354112	3.032525849	0.958517211	0.524346121	1133	306517
6019	DC Mature	Immune_Myeloid	HLA-DQA1	HLA-DQA1	3117	1.149234799	2.041759402	0.895408163	0.525001141	784	306866
6466	DC Langerhans	Immune_Myeloid	HLA-DQA1	HLA-DQA1	3117	2.015312764	4.745412034	0.99375	0.525457977	320	307330
7590	pDC	Immune_Myeloid	HLA-DQA1	HLA-DQA1	3117	0.358270645	0.785117571	0.708628006	0.525524283	707	306943
11919	Macrophage Alveolar	Immune_Myeloid	HLA-DQA1	HLA-DQA1	3117	0.90542448	1.984128374	0.842914241	0.424557685	74558	233092
4987	cDC2	Immune_Myeloid	HLA-DQA2	HLA-DQA2	3118	0.721203203	1.534353904	0.496488147	0.175316473	6834	300816
5576	cDC1	Immune_Myeloid	HLA-DQA2	HLA-DQA2	3118	0.598726396	1.406471917	0.474845543	0.181370038	1133	306517
6300	DC Mature	Immune_Myeloid	HLA-DQA2	HLA-DQA2	3118	0.40962748	0.9929785	0.375	0.181958901	784	306866
6519	DC Langerhans	Immune_Myeloid	HLA-DQA2	HLA-DQA2	3118	1.286523139	2.865290427	0.796875	0.181811083	320	307330
1634	B	Immune_Lymphoid	HLA-DQB1	HLA-DQB1	3119	0.312761286	0.50609639	0.631285624	0.507891445	7895	299755
4875	cDC2	Immune_Myeloid	HLA-DQB1	HLA-DQB1	3119	1.521618457	2.826193205	0.944395669	0.501213366	6834	300816
5436	cDC1	Immune_Myeloid	HLA-DQB1	HLA-DQB1	3119	1.504318067	2.177525309	0.902030009	0.509612844	1133	306517
6230	DC Mature	Immune_Myeloid	HLA-DQB1	HLA-DQB1	3119	0.638910721	1.188833163	0.774234694	0.510385641	784	306866
6488	DC Langerhans	Immune_Myeloid	HLA-DQB1	HLA-DQB1	3119	1.749014685	3.562232326	0.975	0.510574952	320	307330
7615	pDC	Immune_Myeloid	HLA-DQB1	HLA-DQB1	3119	0.300426097	0.698502853	0.677510608	0.51067462	707	306943
12016	Macrophage Alveolar	Immune_Myeloid	HLA-DQB1	HLA-DQB1	3119	0.622811913	1.560025175	0.778910378	0.425381394	74558	233092
4927	cDC2	Immune_Myeloid	HLA-DQB2	HLA-DQB2	3120	0.447856932	1.950501125	0.428884987	0.096487554	6834	300816
5515	cDC1	Immune_Myeloid	HLA-DQB2	HLA-DQB2	3120	0.325839192	1.682343867	0.381288614	0.102845845	1133	306517
6476	DC Langerhans	Immune_Myeloid	HLA-DQB2	HLA-DQB2	3120	2.1007618	4.186549974	0.884375	0.103058602	320	307330
1446	B	Immune_Lymphoid	HLA-DRA	HLA-DRA	3122	0.410727226	1.276398585	0.935275491	0.80113426	7895	299755
4869	cDC2	Immune_Myeloid	HLA-DRA	HLA-DRA	3122	1.760336519	3.249636292	0.990488733	0.80035304	6834	300816
5362	cDC1	Immune_Myeloid	HLA-DRA	HLA-DRA	3122	1.620994411	3.36306192	0.992056487	0.803883635	1133	306517
6088	DC Mature	Immune_Myeloid	HLA-DRA	HLA-DRA	3122	0.952794539	1.667107629	0.956632653	0.804188147	784	306866
6463	DC Langerhans	Immune_Myeloid	HLA-DRA	HLA-DRA	3122	1.72646814	5.049181494	1	0.804373149	320	307330
11568	Macrophage	Immune_Myeloid	HLA-DRA	HLA-DRA	3122	0.872923764	1.748806984	0.939675578	0.730453649	108994	198656
11872	Macrophage Alveolar	Immune_Myeloid	HLA-DRA	HLA-DRA	3122	1.356835955	2.623110381	0.976340567	0.749635337	74558	233092
4871	cDC2	Immune_Myeloid	HLA-DRB1	HLA-DRB1	3123	1.524170994	3.069550714	0.984781972	0.749448168	6834	300816
5392	cDC1	Immune_Myeloid	HLA-DRB1	HLA-DRB1	3123	1.491106615	2.693758561	0.978817299	0.753847258	1133	306517
6134	DC Mature	Immune_Myeloid	HLA-DRB1	HLA-DRB1	3123	0.551208165	1.494163522	0.932397959	0.754221712	784	306866
6473	DC Langerhans	Immune_Myeloid	HLA-DRB1	HLA-DRB1	3123	1.486015252	4.238950808	0.996875	0.754423584	320	307330
11631	Macrophage	Immune_Myeloid	HLA-DRB1	HLA-DRB1	3123	0.608774666	1.324628877	0.889186561	0.680875483	108994	198656
11883	Macrophage Alveolar	Immune_Myeloid	HLA-DRB1	HLA-DRB1	3123	1.230148547	2.356627205	0.959052013	0.689302936	74558	233092
